x0,x1,x2,fitness0.5,fitness1,fitness1.5,fitness2,fitness2.5,fitness3,fitness3.5,fitness4,fitness4.5,fitness5,fitness5.5,fitness6,fitness6.5,fitness7,fitness7.5,fitness8,fitness8.5,fitness9,fitness9.5,fitness10,fitness10.5
3,6,1.5,-0.799,-0.649,-0.846,-0.498,-0.584,-0.899,-0.658,-0.408,-0.494,-0.743,-0.892,-0.849,-0.681,-0.505,-0.408,-0.416,-0.509,-0.644,-0.773,-0.863,-0.898
3,6,2,-0.451,-0.3,-0.498,-0.149,-0.235,-0.55,-0.309,-0.059,-0.145,-0.394,-0.543,-0.5,-0.333,-0.157,-0.059,-0.067,-0.161,-0.295,-0.424,-0.515,-0.549
3,6,2.5,-0.537,-0.386,-0.584,-0.235,-0.321,-0.636,-0.396,-0.145,-0.231,-0.48,-0.629,-0.587,-0.419,-0.243,-0.145,-0.153,-0.247,-0.381,-0.511,-0.601,-0.636
3,6,3,-0.852,-0.701,-0.899,-0.55,-0.636,-0.951,-0.71,-0.46,-0.546,-0.795,-0.944,-0.901,-0.733,-0.558,-0.46,-0.468,-0.561,-0.696,-0.825,-0.916,-0.95
3,6,3.5,-0.611,-0.46,-0.658,-0.309,-0.396,-0.71,-0.47,-0.22,-0.306,-0.555,-0.704,-0.661,-0.493,-0.317,-0.22,-0.228,-0.321,-0.456,-0.585,-0.675,-0.71
3,6,4,-0.361,-0.21,-0.408,-0.059,-0.145,-0.46,-0.22,0.031,-0.055,-0.304,-0.453,-0.411,-0.243,-0.067,0.031,0.023,-0.071,-0.205,-0.335,-0.425,-0.46
3,6,4.5,-0.447,-0.296,-0.494,-0.145,-0.231,-0.546,-0.306,-0.055,-0.141,-0.39,-0.539,-0.497,-0.329,-0.153,-0.055,-0.063,-0.157,-0.291,-0.421,-0.511,-0.546
3,6,5,-0.696,-0.545,-0.743,-0.394,-0.48,-0.795,-0.555,-0.304,-0.39,-0.639,-0.788,-0.746,-0.578,-0.402,-0.304,-0.312,-0.406,-0.54,-0.67,-0.76,-0.795
3,6,5.5,-0.845,-0.694,-0.892,-0.543,-0.629,-0.944,-0.704,-0.453,-0.539,-0.788,-0.937,-0.895,-0.727,-0.551,-0.453,-0.461,-0.555,-0.689,-0.819,-0.909,-0.944
3,6,6,-0.802,-0.651,-0.849,-0.5,-0.587,-0.901,-0.661,-0.411,-0.497,-0.746,-0.895,-0.852,-0.684,-0.508,-0.411,-0.419,-0.512,-0.647,-0.776,-0.866,-0.901
3,6,6.5,-0.634,-0.483,-0.681,-0.333,-0.419,-0.733,-0.493,-0.243,-0.329,-0.578,-0.727,-0.684,-0.516,-0.34,-0.243,-0.251,-0.344,-0.479,-0.608,-0.698,-0.733
3,6,7,-0.459,-0.308,-0.505,-0.157,-0.243,-0.558,-0.317,-0.067,-0.153,-0.402,-0.551,-0.508,-0.34,-0.164,-0.067,-0.075,-0.168,-0.303,-0.432,-0.522,-0.557
3,6,7.5,-0.361,-0.21,-0.408,-0.059,-0.145,-0.46,-0.22,0.031,-0.055,-0.304,-0.453,-0.411,-0.243,-0.067,0.031,0.023,-0.071,-0.205,-0.334,-0.425,-0.46
3,6,8,-0.369,-0.218,-0.416,-0.067,-0.153,-0.468,-0.228,0.023,-0.063,-0.312,-0.461,-0.419,-0.251,-0.075,0.023,0.015,-0.079,-0.213,-0.343,-0.433,-0.468
3,6,8.5,-0.462,-0.311,-0.509,-0.161,-0.247,-0.561,-0.321,-0.071,-0.157,-0.406,-0.555,-0.512,-0.344,-0.168,-0.071,-0.079,-0.172,-0.307,-0.436,-0.526,-0.561
3,6,9,-0.597,-0.446,-0.644,-0.295,-0.381,-0.696,-0.456,-0.205,-0.291,-0.54,-0.689,-0.647,-0.479,-0.303,-0.205,-0.213,-0.307,-0.441,-0.571,-0.661,-0.696
3,6,9.5,-0.726,-0.575,-0.773,-0.424,-0.511,-0.825,-0.585,-0.335,-0.421,-0.67,-0.819,-0.776,-0.608,-0.432,-0.334,-0.343,-0.436,-0.571,-0.7,-0.79,-0.825
3,6,10,-0.817,-0.666,-0.863,-0.515,-0.601,-0.916,-0.675,-0.425,-0.511,-0.76,-0.909,-0.866,-0.698,-0.522,-0.425,-0.433,-0.526,-0.661,-0.79,-0.881,-0.915
3,6,10.5,-0.851,-0.7,-0.898,-0.549,-0.636,-0.95,-0.71,-0.46,-0.546,-0.795,-0.944,-0.901,-0.733,-0.557,-0.46,-0.468,-0.561,-0.696,-0.825,-0.915,-0.95
3,6.5,0.5,-0.585,-0.434,-0.632,-0.283,-0.369,-0.684,-0.443,-0.193,-0.279,-0.528,-0.677,-0.634,-0.467,-0.291,-0.193,-0.201,-0.295,-0.429,-0.558,-0.649,-0.683
3,6.5,1,-0.434,-0.283,-0.481,-0.132,-0.218,-0.533,-0.292,-0.042,-0.128,-0.377,-0.526,-0.483,-0.316,-0.14,-0.042,-0.05,-0.144,-0.278,-0.407,-0.498,-0.532
3,6.5,1.5,-0.632,-0.481,-0.678,-0.33,-0.416,-0.731,-0.49,-0.24,-0.326,-0.575,-0.724,-0.681,-0.513,-0.337,-0.24,-0.248,-0.341,-0.476,-0.605,-0.696,-0.73
3,6.5,2,-0.283,-0.132,-0.33,0.019,-0.067,-0.382,-0.142,0.109,0.023,-0.226,-0.375,-0.333,-0.165,0.011,0.109,0.101,0.007,-0.127,-0.256,-0.347,-0.382
3,6.5,2.5,-0.369,-0.218,-0.416,-0.067,-0.153,-0.468,-0.228,0.023,-0.063,-0.312,-0.461,-0.419,-0.251,-0.075,0.023,0.015,-0.079,-0.213,-0.343,-0.433,-0.468
3,6.5,3,-0.684,-0.533,-0.731,-0.382,-0.468,-0.783,-0.542,-0.292,-0.378,-0.627,-0.776,-0.733,-0.566,-0.39,-0.292,-0.3,-0.394,-0.528,-0.657,-0.748,-0.782
3,6.5,3.5,-0.443,-0.292,-0.49,-0.142,-0.228,-0.542,-0.302,-0.052,-0.138,-0.387,-0.536,-0.493,-0.325,-0.149,-0.052,-0.06,-0.153,-0.288,-0.417,-0.507,-0.542
3,6.5,4,-0.193,-0.042,-0.24,0.109,0.023,-0.292,-0.052,0.199,0.113,-0.136,-0.285,-0.243,-0.075,0.101,0.199,0.191,0.097,-0.037,-0.167,-0.257,-0.292
3,6.5,4.5,-0.279,-0.128,-0.326,0.023,-0.063,-0.378,-0.138,0.113,0.027,-0.222,-0.371,-0.329,-0.161,0.015,0.113,0.105,0.011,-0.123,-0.253,-0.343,-0.378
3,6.5,5,-0.528,-0.377,-0.575,-0.226,-0.312,-0.627,-0.387,-0.136,-0.222,-0.471,-0.62,-0.578,-0.41,-0.234,-0.136,-0.144,-0.238,-0.372,-0.502,-0.592,-0.627
3,6.5,5.5,-0.677,-0.526,-0.724,-0.375,-0.461,-0.776,-0.536,-0.285,-0.371,-0.62,-0.769,-0.727,-0.559,-0.383,-0.285,-0.293,-0.387,-0.521,-0.651,-0.741,-0.776
3,6.5,6,-0.634,-0.483,-0.681,-0.333,-0.419,-0.733,-0.493,-0.243,-0.329,-0.578,-0.727,-0.684,-0.516,-0.34,-0.243,-0.251,-0.344,-0.479,-0.608,-0.698,-0.733
3,6.5,6.5,-0.467,-0.316,-0.513,-0.165,-0.251,-0.566,-0.325,-0.075,-0.161,-0.41,-0.559,-0.516,-0.348,-0.172,-0.075,-0.083,-0.176,-0.311,-0.44,-0.53,-0.565
3,6.5,7,-0.291,-0.14,-0.337,0.011,-0.075,-0.39,-0.149,0.101,0.015,-0.234,-0.383,-0.34,-0.172,0.003,0.101,0.093,0,-0.135,-0.264,-0.355,-0.389
3,6.5,7.5,-0.193,-0.042,-0.24,0.109,0.023,-0.292,-0.052,0.199,0.113,-0.136,-0.285,-0.243,-0.075,0.101,0.199,0.191,0.097,-0.037,-0.167,-0.257,-0.292
3,6.5,8,-0.201,-0.05,-0.248,0.101,0.015,-0.3,-0.06,0.191,0.105,-0.144,-0.293,-0.251,-0.083,0.093,0.191,0.183,0.089,-0.045,-0.175,-0.265,-0.3
3,6.5,8.5,-0.295,-0.144,-0.341,0.007,-0.079,-0.394,-0.153,0.097,0.011,-0.238,-0.387,-0.344,-0.176,0,0.097,0.089,-0.004,-0.139,-0.268,-0.359,-0.393
3,6.5,9,-0.429,-0.278,-0.476,-0.127,-0.213,-0.528,-0.288,-0.037,-0.123,-0.372,-0.521,-0.479,-0.311,-0.135,-0.037,-0.045,-0.139,-0.273,-0.403,-0.493,-0.528
3,6.5,9.5,-0.558,-0.407,-0.605,-0.256,-0.343,-0.657,-0.417,-0.167,-0.253,-0.502,-0.651,-0.608,-0.44,-0.264,-0.167,-0.175,-0.268,-0.403,-0.532,-0.622,-0.657
3,6.5,10,-0.649,-0.498,-0.696,-0.347,-0.433,-0.748,-0.507,-0.257,-0.343,-0.592,-0.741,-0.698,-0.53,-0.355,-0.257,-0.265,-0.359,-0.493,-0.622,-0.713,-0.747
3,6.5,10.5,-0.683,-0.532,-0.73,-0.382,-0.468,-0.782,-0.542,-0.292,-0.378,-0.627,-0.776,-0.733,-0.565,-0.389,-0.292,-0.3,-0.393,-0.528,-0.657,-0.747,-0.782
3,7,0.5,-0.409,-0.258,-0.456,-0.107,-0.193,-0.508,-0.268,-0.017,-0.103,-0.352,-0.501,-0.459,-0.291,-0.115,-0.017,-0.025,-0.119,-0.253,-0.382,-0.473,-0.508
3,7,1,-0.258,-0.107,-0.305,0.044,-0.042,-0.357,-0.117,0.134,0.048,-0.201,-0.35,-0.308,-0.14,0.036,0.134,0.126,0.032,-0.102,-0.231,-0.322,-0.357
3,7,1.5,-0.456,-0.305,-0.503,-0.154,-0.24,-0.555,-0.314,-0.064,-0.15,-0.399,-0.548,-0.505,-0.337,-0.162,-0.064,-0.072,-0.166,-0.3,-0.429,-0.52,-0.554
3,7,2,-0.107,0.044,-0.154,0.195,0.109,-0.206,0.034,0.285,0.199,-0.05,-0.199,-0.157,0.011,0.187,0.285,0.277,0.183,0.049,-0.081,-0.171,-0.206
3,7,2.5,-0.193,-0.042,-0.24,0.109,0.023,-0.292,-0.052,0.199,0.113,-0.136,-0.285,-0.243,-0.075,0.101,0.199,0.191,0.097,-0.037,-0.167,-0.257,-0.292
3,7,3,-0.508,-0.357,-0.555,-0.206,-0.292,-0.607,-0.367,-0.116,-0.202,-0.451,-0.6,-0.558,-0.39,-0.214,-0.116,-0.124,-0.218,-0.352,-0.481,-0.572,-0.607
3,7,3.5,-0.268,-0.117,-0.314,0.034,-0.052,-0.367,-0.126,0.124,0.038,-0.211,-0.36,-0.317,-0.149,0.027,0.124,0.116,0.023,-0.112,-0.241,-0.331,-0.366
3,7,4,-0.017,0.134,-0.064,0.285,0.199,-0.116,0.124,0.374,0.288,0.04,-0.11,-0.067,0.101,0.277,0.375,0.367,0.273,0.139,0.009,-0.081,-0.116
3,7,4.5,-0.103,0.048,-0.15,0.199,0.113,-0.202,0.038,0.288,0.203,-0.046,-0.196,-0.153,0.015,0.191,0.289,0.281,0.187,0.053,-0.077,-0.167,-0.202
3,7,5,-0.352,-0.201,-0.399,-0.05,-0.136,-0.451,-0.211,0.04,-0.046,-0.295,-0.444,-0.402,-0.234,-0.058,0.04,0.032,-0.062,-0.196,-0.326,-0.416,-0.451
3,7,5.5,-0.501,-0.35,-0.548,-0.199,-0.285,-0.6,-0.36,-0.11,-0.196,-0.444,-0.594,-0.551,-0.383,-0.207,-0.109,-0.117,-0.211,-0.345,-0.475,-0.565,-0.6
3,7,6,-0.459,-0.308,-0.505,-0.157,-0.243,-0.558,-0.317,-0.067,-0.153,-0.402,-0.551,-0.508,-0.34,-0.164,-0.067,-0.075,-0.168,-0.303,-0.432,-0.522,-0.557
3,7,6.5,-0.291,-0.14,-0.337,0.011,-0.075,-0.39,-0.149,0.101,0.015,-0.234,-0.383,-0.34,-0.172,0.003,0.101,0.093,0,-0.135,-0.264,-0.355,-0.389
3,7,7,-0.115,0.036,-0.162,0.187,0.101,-0.214,0.027,0.277,0.191,-0.058,-0.207,-0.164,0.003,0.179,0.277,0.269,0.175,0.041,-0.088,-0.179,-0.213
3,7,7.5,-0.017,0.134,-0.064,0.285,0.199,-0.116,0.124,0.375,0.289,0.04,-0.109,-0.067,0.101,0.277,0.375,0.367,0.273,0.139,0.009,-0.081,-0.116
3,7,8,-0.025,0.126,-0.072,0.277,0.191,-0.124,0.116,0.367,0.281,0.032,-0.117,-0.075,0.093,0.269,0.367,0.359,0.265,0.131,0.001,-0.089,-0.124
3,7,8.5,-0.119,0.032,-0.166,0.183,0.097,-0.218,0.023,0.273,0.187,-0.062,-0.211,-0.168,0,0.175,0.273,0.265,0.172,0.037,-0.092,-0.183,-0.217
3,7,9,-0.253,-0.102,-0.3,0.049,-0.037,-0.352,-0.112,0.139,0.053,-0.196,-0.345,-0.303,-0.135,0.041,0.139,0.131,0.037,-0.097,-0.227,-0.317,-0.352
3,7,9.5,-0.382,-0.231,-0.429,-0.081,-0.167,-0.481,-0.241,0.009,-0.077,-0.326,-0.475,-0.432,-0.264,-0.088,0.009,0.001,-0.092,-0.227,-0.356,-0.446,-0.481
3,7,10,-0.473,-0.322,-0.52,-0.171,-0.257,-0.572,-0.331,-0.081,-0.167,-0.416,-0.565,-0.522,-0.355,-0.179,-0.081,-0.089,-0.183,-0.317,-0.446,-0.537,-0.572
3,7,10.5,-0.508,-0.357,-0.554,-0.206,-0.292,-0.607,-0.366,-0.116,-0.202,-0.451,-0.6,-0.557,-0.389,-0.213,-0.116,-0.124,-0.217,-0.352,-0.481,-0.572,-0.606
3,7.5,0.5,-0.311,-0.16,-0.358,-0.009,-0.095,-0.41,-0.17,0.081,-0.005,-0.254,-0.403,-0.361,-0.193,-0.017,0.081,0.073,-0.021,-0.155,-0.285,-0.375,-0.41
3,7.5,1,-0.16,-0.009,-0.207,0.142,0.056,-0.259,-0.019,0.232,0.146,-0.103,-0.252,-0.21,-0.042,0.134,0.232,0.224,0.13,-0.004,-0.134,-0.224,-0.259
3,7.5,1.5,-0.358,-0.207,-0.405,-0.056,-0.142,-0.457,-0.217,0.034,-0.052,-0.301,-0.45,-0.408,-0.24,-0.064,0.034,0.026,-0.068,-0.202,-0.332,-0.422,-0.457
3,7.5,2,-0.009,0.142,-0.056,0.293,0.207,-0.108,0.132,0.382,0.297,0.048,-0.102,-0.059,0.109,0.285,0.383,0.375,0.281,0.147,0.017,-0.073,-0.108
3,7.5,2.5,-0.095,0.056,-0.142,0.207,0.12,-0.194,0.046,0.296,0.21,-0.039,-0.188,-0.145,0.023,0.199,0.296,0.288,0.195,0.06,-0.069,-0.159,-0.194
3,7.5,3,-0.41,-0.259,-0.457,-0.108,-0.194,-0.509,-0.269,-0.018,-0.104,-0.353,-0.502,-0.46,-0.292,-0.116,-0.018,-0.026,-0.12,-0.254,-0.384,-0.474,-0.509
3,7.5,3.5,-0.17,-0.019,-0.217,0.132,0.046,-0.269,-0.029,0.222,0.136,-0.113,-0.262,-0.22,-0.052,0.124,0.222,0.214,0.12,-0.014,-0.143,-0.234,-0.269
3,7.5,4,0.081,0.232,0.034,0.382,0.296,-0.018,0.222,0.472,0.386,0.137,-0.012,0.031,0.199,0.375,0.472,0.464,0.371,0.236,0.107,0.017,-0.018
3,7.5,4.5,-0.005,0.146,-0.052,0.297,0.21,-0.104,0.136,0.386,0.3,0.051,-0.098,-0.055,0.113,0.289,0.386,0.378,0.285,0.15,0.021,-0.069,-0.104
3,7.5,5,-0.254,-0.103,-0.301,0.048,-0.039,-0.353,-0.113,0.137,0.051,-0.198,-0.347,-0.304,-0.136,0.04,0.138,0.129,0.036,-0.099,-0.228,-0.318,-0.353
3,7.5,5.5,-0.403,-0.252,-0.45,-0.102,-0.188,-0.502,-0.262,-0.012,-0.098,-0.347,-0.496,-0.453,-0.285,-0.109,-0.012,-0.02,-0.113,-0.248,-0.377,-0.467,-0.502
3,7.5,6,-0.361,-0.21,-0.408,-0.059,-0.145,-0.46,-0.22,0.031,-0.055,-0.304,-0.453,-0.411,-0.243,-0.067,0.031,0.023,-0.071,-0.205,-0.334,-0.425,-0.46
3,7.5,6.5,-0.193,-0.042,-0.24,0.109,0.023,-0.292,-0.052,0.199,0.113,-0.136,-0.285,-0.243,-0.075,0.101,0.199,0.191,0.097,-0.037,-0.167,-0.257,-0.292
3,7.5,7,-0.017,0.134,-0.064,0.285,0.199,-0.116,0.124,0.375,0.289,0.04,-0.109,-0.067,0.101,0.277,0.375,0.367,0.273,0.139,0.009,-0.081,-0.116
3,7.5,7.5,0.081,0.232,0.034,0.383,0.296,-0.018,0.222,0.472,0.386,0.138,-0.012,0.031,0.199,0.375,0.473,0.464,0.371,0.236,0.107,0.017,-0.018
3,7.5,8,0.073,0.224,0.026,0.375,0.288,-0.026,0.214,0.464,0.378,0.129,-0.02,0.023,0.191,0.367,0.464,0.456,0.363,0.228,0.099,0.009,-0.026
3,7.5,8.5,-0.021,0.13,-0.068,0.281,0.195,-0.12,0.12,0.371,0.285,0.036,-0.113,-0.071,0.097,0.273,0.371,0.363,0.269,0.135,0.005,-0.085,-0.12
3,7.5,9,-0.155,-0.004,-0.202,0.147,0.06,-0.254,-0.014,0.236,0.15,-0.099,-0.248,-0.205,-0.037,0.139,0.236,0.228,0.135,0,-0.129,-0.219,-0.254
3,7.5,9.5,-0.285,-0.134,-0.332,0.017,-0.069,-0.384,-0.143,0.107,0.021,-0.228,-0.377,-0.334,-0.167,0.009,0.107,0.099,0.005,-0.129,-0.258,-0.349,-0.383
3,7.5,10,-0.375,-0.224,-0.422,-0.073,-0.159,-0.474,-0.234,0.017,-0.069,-0.318,-0.467,-0.425,-0.257,-0.081,0.017,0.009,-0.085,-0.219,-0.349,-0.439,-0.474
3,7.5,10.5,-0.41,-0.259,-0.457,-0.108,-0.194,-0.509,-0.269,-0.018,-0.104,-0.353,-0.502,-0.46,-0.292,-0.116,-0.018,-0.026,-0.12,-0.254,-0.383,-0.474,-0.509
3,8,0.5,-0.319,-0.168,-0.366,-0.017,-0.104,-0.418,-0.178,0.072,-0.014,-0.262,-0.412,-0.369,-0.201,-0.025,0.073,0.064,-0.029,-0.164,-0.293,-0.383,-0.418
3,8,1,-0.168,-0.017,-0.215,0.134,0.047,-0.267,-0.027,0.223,0.137,-0.111,-0.261,-0.218,-0.05,0.126,0.224,0.215,0.122,-0.013,-0.142,-0.232,-0.267
3,8,1.5,-0.366,-0.215,-0.413,-0.064,-0.15,-0.465,-0.225,0.026,-0.06,-0.309,-0.458,-0.416,-0.248,-0.072,0.026,0.018,-0.076,-0.21,-0.34,-0.43,-0.465
3,8,2,-0.017,0.134,-0.064,0.285,0.198,-0.116,0.124,0.374,0.288,0.039,-0.11,-0.067,0.101,0.277,0.375,0.366,0.273,0.138,0.009,-0.081,-0.116
3,8,2.5,-0.104,0.047,-0.15,0.198,0.112,-0.203,0.038,0.288,0.202,-0.047,-0.196,-0.153,0.015,0.191,0.288,0.28,0.187,0.052,-0.077,-0.167,-0.202
3,8,3,-0.418,-0.267,-0.465,-0.116,-0.203,-0.517,-0.277,-0.027,-0.113,-0.361,-0.511,-0.468,-0.3,-0.124,-0.026,-0.035,-0.128,-0.263,-0.392,-0.482,-0.517
3,8,3.5,-0.178,-0.027,-0.225,0.124,0.038,-0.277,-0.037,0.214,0.128,-0.121,-0.27,-0.228,-0.06,0.116,0.214,0.206,0.112,-0.022,-0.152,-0.242,-0.277
3,8,4,0.072,0.223,0.026,0.374,0.288,-0.027,0.214,0.464,0.378,0.129,-0.02,0.023,0.191,0.367,0.464,0.456,0.363,0.228,0.099,0.008,-0.026
3,8,4.5,-0.014,0.137,-0.06,0.288,0.202,-0.113,0.128,0.378,0.292,0.043,-0.106,-0.063,0.105,0.281,0.378,0.37,0.277,0.142,0.013,-0.078,-0.112
3,8,5,-0.262,-0.111,-0.309,0.039,-0.047,-0.361,-0.121,0.129,0.043,-0.206,-0.355,-0.312,-0.144,0.032,0.129,0.121,0.028,-0.107,-0.236,-0.326,-0.361
3,8,5.5,-0.412,-0.261,-0.458,-0.11,-0.196,-0.511,-0.27,-0.02,-0.106,-0.355,-0.504,-0.461,-0.293,-0.117,-0.02,-0.028,-0.121,-0.256,-0.385,-0.476,-0.51
3,8,6,-0.369,-0.218,-0.416,-0.067,-0.153,-0.468,-0.228,0.023,-0.063,-0.312,-0.461,-0.419,-0.251,-0.075,0.023,0.015,-0.079,-0.213,-0.343,-0.433,-0.468
3,8,6.5,-0.201,-0.05,-0.248,0.101,0.015,-0.3,-0.06,0.191,0.105,-0.144,-0.293,-0.251,-0.083,0.093,0.191,0.183,0.089,-0.045,-0.175,-0.265,-0.3
3,8,7,-0.025,0.126,-0.072,0.277,0.191,-0.124,0.116,0.367,0.281,0.032,-0.117,-0.075,0.093,0.269,0.367,0.359,0.265,0.131,0.001,-0.089,-0.124
3,8,7.5,0.073,0.224,0.026,0.375,0.288,-0.026,0.214,0.464,0.378,0.129,-0.02,0.023,0.191,0.367,0.464,0.456,0.363,0.228,0.099,0.009,-0.026
3,8,8,0.064,0.215,0.018,0.366,0.28,-0.035,0.206,0.456,0.37,0.121,-0.028,0.015,0.183,0.359,0.456,0.448,0.355,0.22,0.091,0.001,-0.034
3,8,8.5,-0.029,0.122,-0.076,0.273,0.187,-0.128,0.112,0.363,0.277,0.028,-0.121,-0.079,0.089,0.265,0.363,0.355,0.261,0.127,-0.003,-0.093,-0.128
3,8,9,-0.164,-0.013,-0.21,0.138,0.052,-0.263,-0.022,0.228,0.142,-0.107,-0.256,-0.213,-0.045,0.131,0.228,0.22,0.127,-0.008,-0.137,-0.227,-0.262
3,8,9.5,-0.293,-0.142,-0.34,0.009,-0.077,-0.392,-0.152,0.099,0.013,-0.236,-0.385,-0.343,-0.175,0.001,0.099,0.091,-0.003,-0.137,-0.266,-0.357,-0.392
3,8,10,-0.383,-0.232,-0.43,-0.081,-0.167,-0.482,-0.242,0.008,-0.078,-0.326,-0.476,-0.433,-0.265,-0.089,0.009,0.001,-0.093,-0.227,-0.357,-0.447,-0.482
3,8,10.5,-0.418,-0.267,-0.465,-0.116,-0.202,-0.517,-0.277,-0.026,-0.112,-0.361,-0.51,-0.468,-0.3,-0.124,-0.026,-0.034,-0.128,-0.262,-0.392,-0.482,-0.517
3,8.5,0.5,-0.413,-0.262,-0.46,-0.111,-0.197,-0.512,-0.271,-0.021,-0.107,-0.356,-0.505,-0.462,-0.295,-0.119,-0.021,-0.029,-0.123,-0.257,-0.386,-0.477,-0.511
3,8.5,1,-0.262,-0.111,-0.309,0.04,-0.046,-0.361,-0.12,0.13,0.044,-0.205,-0.354,-0.311,-0.144,0.032,0.13,0.122,0.028,-0.106,-0.235,-0.326,-0.361
3,8.5,1.5,-0.46,-0.309,-0.506,-0.158,-0.244,-0.559,-0.318,-0.068,-0.154,-0.403,-0.552,-0.509,-0.341,-0.166,-0.068,-0.076,-0.169,-0.304,-0.433,-0.524,-0.558
3,8.5,2,-0.111,0.04,-0.158,0.191,0.105,-0.21,0.03,0.281,0.195,-0.054,-0.203,-0.161,0.007,0.183,0.281,0.273,0.179,0.045,-0.084,-0.175,-0.21
3,8.5,2.5,-0.197,-0.046,-0.244,0.105,0.019,-0.296,-0.056,0.195,0.109,-0.14,-0.289,-0.247,-0.079,0.097,0.195,0.187,0.093,-0.041,-0.171,-0.261,-0.296
3,8.5,3,-0.512,-0.361,-0.559,-0.21,-0.296,-0.611,-0.37,-0.12,-0.206,-0.455,-0.604,-0.561,-0.394,-0.218,-0.12,-0.128,-0.222,-0.356,-0.485,-0.576,-0.61
3,8.5,3.5,-0.271,-0.12,-0.318,0.03,-0.056,-0.37,-0.13,0.12,0.034,-0.215,-0.364,-0.321,-0.153,0.023,0.12,0.112,0.019,-0.116,-0.245,-0.335,-0.37
3,8.5,4,-0.021,0.13,-0.068,0.281,0.195,-0.12,0.12,0.371,0.285,0.036,-0.113,-0.071,0.097,0.273,0.371,0.363,0.269,0.135,0.005,-0.085,-0.12
3,8.5,4.5,-0.107,0.044,-0.154,0.195,0.109,-0.206,0.034,0.285,0.199,-0.05,-0.199,-0.157,0.011,0.187,0.285,0.277,0.183,0.049,-0.081,-0.171,-0.206
3,8.5,5,-0.356,-0.205,-0.403,-0.054,-0.14,-0.455,-0.215,0.036,-0.05,-0.299,-0.448,-0.406,-0.238,-0.062,0.036,0.028,-0.066,-0.2,-0.33,-0.42,-0.455
3,8.5,5.5,-0.505,-0.354,-0.552,-0.203,-0.289,-0.604,-0.364,-0.113,-0.199,-0.448,-0.597,-0.555,-0.387,-0.211,-0.113,-0.121,-0.215,-0.349,-0.479,-0.569,-0.604
3,8.5,6,-0.462,-0.311,-0.509,-0.161,-0.247,-0.561,-0.321,-0.071,-0.157,-0.406,-0.555,-0.512,-0.344,-0.168,-0.071,-0.079,-0.172,-0.307,-0.436,-0.526,-0.561
3,8.5,6.5,-0.295,-0.144,-0.341,0.007,-0.079,-0.394,-0.153,0.097,0.011,-0.238,-0.387,-0.344,-0.176,0,0.097,0.089,-0.004,-0.139,-0.268,-0.359,-0.393
3,8.5,7,-0.119,0.032,-0.166,0.183,0.097,-0.218,0.023,0.273,0.187,-0.062,-0.211,-0.168,0,0.175,0.273,0.265,0.172,0.037,-0.092,-0.183,-0.217
3,8.5,7.5,-0.021,0.13,-0.068,0.281,0.195,-0.12,0.12,0.371,0.285,0.036,-0.113,-0.071,0.097,0.273,0.371,0.363,0.269,0.135,0.005,-0.085,-0.12
3,8.5,8,-0.029,0.122,-0.076,0.273,0.187,-0.128,0.112,0.363,0.277,0.028,-0.121,-0.079,0.089,0.265,0.363,0.355,0.261,0.127,-0.003,-0.093,-0.128
3,8.5,8.5,-0.123,0.028,-0.169,0.179,0.093,-0.222,0.019,0.269,0.183,-0.066,-0.215,-0.172,-0.004,0.172,0.269,0.261,0.168,0.033,-0.096,-0.187,-0.221
3,8.5,9,-0.257,-0.106,-0.304,0.045,-0.041,-0.356,-0.116,0.135,0.049,-0.2,-0.349,-0.307,-0.139,0.037,0.135,0.127,0.033,-0.101,-0.231,-0.321,-0.356
3,8.5,9.5,-0.386,-0.235,-0.433,-0.084,-0.171,-0.485,-0.245,0.005,-0.081,-0.33,-0.479,-0.436,-0.268,-0.092,0.005,-0.003,-0.096,-0.231,-0.36,-0.45,-0.485
3,8.5,10,-0.477,-0.326,-0.524,-0.175,-0.261,-0.576,-0.335,-0.085,-0.171,-0.42,-0.569,-0.526,-0.359,-0.183,-0.085,-0.093,-0.187,-0.321,-0.45,-0.541,-0.575
3,8.5,10.5,-0.511,-0.361,-0.558,-0.21,-0.296,-0.61,-0.37,-0.12,-0.206,-0.455,-0.604,-0.561,-0.393,-0.217,-0.12,-0.128,-0.221,-0.356,-0.485,-0.575,-0.61
3,9,0.5,-0.547,-0.396,-0.594,-0.245,-0.331,-0.646,-0.406,-0.156,-0.242,-0.49,-0.64,-0.597,-0.429,-0.253,-0.155,-0.164,-0.257,-0.391,-0.521,-0.611,-0.646
3,9,1,-0.396,-0.245,-0.443,-0.094,-0.181,-0.495,-0.255,-0.005,-0.091,-0.339,-0.489,-0.446,-0.278,-0.102,-0.004,-0.013,-0.106,-0.241,-0.37,-0.46,-0.495
3,9,1.5,-0.594,-0.443,-0.641,-0.292,-0.378,-0.693,-0.453,-0.202,-0.288,-0.537,-0.686,-0.644,-0.476,-0.3,-0.202,-0.21,-0.304,-0.438,-0.568,-0.658,-0.693
3,9,2,-0.245,-0.094,-0.292,0.057,-0.03,-0.344,-0.104,0.146,0.06,-0.189,-0.338,-0.295,-0.127,0.049,0.147,0.138,0.045,-0.09,-0.219,-0.309,-0.344
