x0,x1,x2,fitness-5,fitness-4.5,fitness-4,fitness-3.5,fitness-3,fitness-2.5,fitness-2,fitness-1.5,fitness-1,fitness-0.5,fitness0,fitness0.5,fitness1,fitness1.5,fitness2,fitness2.5,fitness3,fitness3.5,fitness4,fitness4.5,fitness5
-5,1.5,0,-807.43,-767.955,-756.014,-752.462,-806.231,-846.782,-1013.846,-1188.087,-1284.269,-1241.095,-1137.428,-1218.546,-1131.031,-1214.566,-1036.319,-923.052,-921.611,-1052.196,-1205.434,-1130.479,-1229.575
-5,1.5,0.5,-737.338,-694.179,-673.94,-662.956,-699.165,-730.652,-873.174,-1035.511,-1137.424,-1109.436,-1016.988,-1097.34,-1012.809,-1094.047,-918.002,-805.072,-802.293,-930.212,-1080.961,-1006.015,-1103.569
-5,1.5,1,-685.869,-643.192,-622.387,-615.323,-652.896,-699.57,-849.464,-1033.693,-1175.396,-1194.561,-1138.489,-1233.873,-1163.642,-1249.063,-1080.505,-971.393,-969.562,-1096.301,-1245.762,-1172.355,-1269.384
-5,1.5,1.5,-642.934,-598.486,-573.501,-562.853,-590.608,-632.838,-765.781,-942.594,-1097.95,-1148.317,-1121.021,-1226.175,-1168.254,-1255.541,-1093.878,-987.741,-985.734,-1109.93,-1256.865,-1184.476,-1280.097
-5,1.5,2,-612.102,-567.286,-540.89,-530.468,-555.657,-602.229,-732.623,-917.984,-1105.25,-1209.567,-1235.197,-1368.843,-1338.162,-1436.449,-1289.112,-1190.789,-1191.682,-1315.232,-1461.102,-1391.64,-1487.054
-5,1.5,2.5,-589.537,-542.914,-512.698,-497.433,-511.964,-547.225,-652.569,-812.516,-989.802,-1109.542,-1161.052,-1304.984,-1291.503,-1393.289,-1256.54,-1162.871,-1163.625,-1283.458,-1425.532,-1357.362,-1450.538
-5,1.5,3,-577.47,-529.567,-496.607,-477.815,-484.415,-510.85,-595.656,-732.157,-896.409,-1026.701,-1102.911,-1258.27,-1265.533,-1372.815,-1249.626,-1162.249,-1163.362,-1279.118,-1416.888,-1350.385,-1440.989
-5,1.5,3.5,-575.821,-527.124,-492.395,-471.402,-472.804,-493.646,-564.12,-683.399,-838.082,-980.357,-1085.508,-1259.282,-1296.052,-1415.408,-1312.305,-1235.51,-1239.397,-1352.115,-1486.158,-1422.697,-1511.192
-5,1.5,4,-584.314,-535.055,-499.051,-476.452,-474.033,-490.666,-550.122,-655.305,-800.842,-952.476,-1085.822,-1281.819,-1355.347,-1493.702,-1418.017,-1356.989,-1366.762,-1477.943,-1609.141,-1550.394,-1637.429
-5,1.5,4.5,-602.767,-552.993,-515.852,-491.679,-485.742,-497.962,-546.886,-637.26,-769.053,-919.878,-1069.755,-1280.461,-1388.101,-1545.978,-1500.844,-1458.19,-1475.184,-1584.925,-1712.957,-1659.574,-1744.84
-5,1.5,5,-630.991,-580.55,-542.035,-515.703,-505.361,-511.029,-546.311,-615.417,-719.961,-845.493,-977.923,-1167.355,-1276.058,-1427.797,-1395.507,-1358.442,-1372.499,-1471.952,-1589.146,-1535.473,-1613.066
-5,2,-5,-1120.859,-1072.047,-1044.765,-1024.265,-1033.176,-1048.699,-1079.659,-1147.253,-1196.423,-1284.046,-1286.029,-1390.851,-1335.547,-1422.07,-1256.796,-1141.35,-1139.693,-1269.342,-1427.014,-1350.076,-1453.304
-5,2,-4.5,-1120.611,-1074.877,-1051.891,-1036.181,-1054.822,-1079.046,-1141.95,-1249.567,-1334.791,-1403.197,-1374.936,-1478.682,-1409.097,-1498.771,-1323.562,-1207.753,-1207.746,-1342.041,-1501.525,-1424.905,-1528.424
-5,2,-4,-1127.119,-1084.684,-1067.81,-1059.496,-1095.445,-1136.26,-1249.45,-1410.148,-1530.291,-1575.121,-1522.007,-1626.907,-1550.297,-1643.373,-1463.963,-1348.861,-1350.266,-1487.224,-1647.778,-1571.495,-1675.217
-5,2,-3.5,-1161.294,-1126.55,-1122.625,-1129.113,-1194.059,-1258.147,-1427.767,-1628.174,-1754.871,-1759.685,-1676.444,-1774.141,-1688.806,-1780.857,-1597.718,-1482.112,-1483.677,-1621.572,-1782.384,-1706.209,-1809.927
-5,2,-3,-1175.876,-1141.589,-1140.615,-1144.651,-1213.873,-1261.168,-1435.278,-1615.665,-1702.746,-1652.975,-1536.561,-1621.898,-1527.679,-1616.77,-1430.673,-1314.212,-1315.422,-1453.396,-1614.029,-1537.82,-1641.357
-5,2,-2.5,-1178.595,-1146.88,-1152.394,-1160.072,-1241.555,-1286.576,-1476.668,-1655.695,-1730.764,-1660.815,-1534.454,-1617.625,-1521.755,-1610.666,-1424.204,-1307.902,-1309.158,-1447.155,-1607.632,-1531.532,-1634.937
-5,2,-2,-1125.806,-1088.694,-1086.093,-1079.309,-1143.348,-1161.599,-1332.728,-1490.299,-1547.6,-1461.826,-1327.38,-1406.46,-1308.54,-1396.068,-1209.112,-1092.536,-1093.377,-1230.869,-1390.825,-1314.656,-1417.715
-5,2,-1.5,-1036.523,-1001.681,-1002.121,-1004.528,-1079.596,-1118.18,-1308.209,-1485.198,-1561.022,-1488.036,-1362.141,-1444.756,-1349.816,-1438.25,-1252.649,-1136.748,-1137.679,-1274.884,-1434.496,-1358.523,-1461.382
-5,2,-1,-931.036,-896.13,-894.481,-901.077,-977.406,-1032.672,-1232.834,-1429.185,-1529.747,-1478.038,-1365.833,-1453.41,-1362.86,-1452.45,-1268.767,-1153.714,-1154.714,-1291.478,-1450.625,-1374.882,-1477.48
-5,2,-0.5,-831.962,-793.615,-783.914,-784.976,-847.314,-901.635,-1090.444,-1290.851,-1409.881,-1379.714,-1282.045,-1373.743,-1287.723,-1377.943,-1196.279,-1081.937,-1082.744,-1218.726,-1377.121,-1301.53,-1403.685
-5,2,0,-748.382,-705.721,-686.608,-678.12,-719.696,-760.622,-920.709,-1107.085,-1232.578,-1219.48,-1134.621,-1228.077,-1145.927,-1235.695,-1055.879,-941.919,-942.108,-1076.825,-1234.067,-1158.492,-1259.947
-5,2,0.5,-680.685,-634.885,-608.754,-592.974,-617.434,-645.649,-775.614,-941.915,-1068.599,-1072.08,-1001.41,-1096.242,-1018.682,-1107.645,-930.074,-816.493,-815.825,-948.899,-1104.666,-1029.077,-1129.639
-5,2,1,-629.221,-583.488,-556.401,-542.515,-565.944,-602.952,-733.397,-913.315,-1076.626,-1132.777,-1107.277,-1224.064,-1165.683,-1262.046,-1092.623,-982.891,-983.401,-1116.032,-1271.191,-1196.57,-1296.857
-5,2,1.5,-586.802,-539.619,-509.136,-491.865,-506.23,-536.558,-646.654,-810.615,-978.516,-1063.798,-1071.13,-1202.424,-1160.789,-1262.297,-1100.643,-994.121,-994.974,-1126.221,-1279.971,-1206.004,-1305.484
-5,2,2,-555.945,-508.408,-476.711,-459.175,-470.611,-502.157,-605.628,-769.239,-958.574,-1094.63,-1161.18,-1329.991,-1324.454,-1443.215,-1298.414,-1200.502,-1204.807,-1336.425,-1489.971,-1417.998,-1517.462
-5,2,2.5,-533.878,-485.012,-450.463,-429.147,-432.017,-453.327,-533.015,-667.313,-835.985,-976.482,-1064.955,-1245.259,-1261.747,-1388.503,-1256.482,-1164.128,-1169.27,-1298.901,-1450.333,-1379.305,-1477.482
-5,2,3,-522.185,-472.411,-435.872,-411.906,-408.616,-422.365,-483.572,-592.93,-740.317,-879.572,-985.598,-1176.06,-1217.612,-1354.736,-1239.313,-1154.597,-1161.301,-1288.826,-1437.88,-1368.132,-1464.826
-5,2,3.5,-520.8,-470.494,-432.721,-407.176,-399.984,-409.122,-457.891,-549.638,-681.318,-821.317,-947.406,-1153.593,-1229.426,-1385.045,-1294.753,-1223.133,-1234.335,-1361.049,-1508.433,-1441.134,-1536.727
-5,2,4,-529.52,-478.867,-440.248,-413.618,-403.683,-409.567,-449.226,-527.452,-645.939,-785.261,-929.054,-1152.316,-1268.818,-1451.077,-1395.831,-1344.399,-1364.246,-1492.189,-1639.084,-1575.83,-1670.936
-5,2,4.5,-548.216,-497.256,-457.907,-430.257,-417.889,-420.578,-452.027,-517.33,-620.648,-751.577,-900.677,-1129.659,-1279.859,-1487.417,-1471.374,-1444.267,-1475.218,-1605.25,-1751.937,-1693.712,-1788.335
-5,2,5,-576.75,-525.378,-485.139,-456.066,-440.68,-438.745,-460.031,-508.312,-587.171,-690.298,-812.63,-1006.584,-1146.183,-1341.251,-1338.351,-1317.993,-1347.467,-1469.911,-1609.048,-1551.163,-1640.697
-5,2.5,-5,-1104.502,-1058.454,-1029.634,-1009.441,-1014.157,-1027.805,-1073.265,-1159.437,-1245.149,-1328.917,-1335.116,-1452.5,-1404.005,-1500.105,-1332.446,-1218.72,-1218.859,-1353.198,-1512.894,-1436.288,-1539.964
-5,2.5,-4.5,-1103.996,-1060.44,-1035.832,-1020.546,-1036.519,-1061.407,-1142.831,-1273.726,-1393.917,-1461.038,-1436.466,-1549.665,-1484.544,-1580.167,-1403.784,-1289.013,-1290.115,-1427.055,-1587.781,-1511.314,-1615.175
-5,2.5,-4,-1114.967,-1074.934,-1057.407,-1050.989,-1087.566,-1133.518,-1269.603,-1455.615,-1604.404,-1648.053,-1596.658,-1706.873,-1632.194,-1728.252,-1547.746,-1432.885,-1434.781,-1573.203,-1734.534,-1658.233,-1762.22
-5,2.5,-3.5,-1146.763,-1113.503,-1108.697,-1117.533,-1185.236,-1258.034,-1451.469,-1675.777,-1825.497,-1832.643,-1752.794,-1855.147,-1771.753,-1866.111,-1682.466,-1567.016,-1568.981,-1707.918,-1869.401,-1793.152,-1897.149
-5,2.5,-3,-1163.721,-1131.042,-1129.667,-1137.238,-1210.232,-1268.553,-1462.404,-1662.681,-1768.817,-1725.026,-1613.39,-1702.876,-1610.529,-1701.54,-1515.164,-1398.778,-1400.37,-1539.261,-1700.606,-1624.314,-1728.208
-5,2.5,-2.5,-1154.776,-1123.661,-1127.558,-1139.131,-1223.723,-1283.496,-1490.754,-1690.684,-1787.161,-1729.119,-1610.195,-1698.014,-1604.376,-1695.214,-1508.588,-1392.292,-1393.927,-1532.839,-1694.108,-1617.884,-1721.715
-5,2.5,-2,-1084.536,-1047.699,-1043.039,-1041.636,-1108.615,-1145.599,-1331.325,-1511.036,-1592.939,-1524.249,-1399.755,-1484.213,-1389.074,-1478.811,-1291.847,-1175.324,-1176.672,-1315.263,-1476.231,-1399.968,-1503.611
-5,2.5,-1.5,-984.898,-948.814,-944.762,-949.529,-1022.783,-1078.346,-1279.521,-1481.156,-1588.15,-1540.216,-1429.177,-1519.428,-1428.674,-1520.058,-1334.705,-1218.918,-1220.458,-1358.948,-1519.763,-1443.638,-1547.186
-5,2.5,-1,-878.955,-841.714,-833.956,-839.166,-908.297,-974.162,-1178.751,-1398.247,-1534.857,-1516.316,-1424.98,-1523.333,-1439.024,-1532.7,-1349.688,-1234.899,-1236.674,-1374.994,-1535.599,-1459.641,-1563.062
-5,2.5,-0.5,-783.072,-742.421,-726.943,-725.098,-777.9,-836.56,-1021.919,-1238.915,-1393.946,-1402.634,-1331.459,-1437.134,-1359.703,-1455.36,-1274.912,-1161.059,-1162.889,-1300.813,-1461.031,-1385.192,-1488.38
-5,2.5,0,-702.121,-657.71,-634.109,-622.964,-655.611,-697.349,-848.371,-1042.724,-1199.393,-1227.236,-1173.14,-1283.25,-1212.077,-1308.705,-1130.731,-1017.535,-1019.074,-1156.25,-1315.812,-1240.002,-1342.799
-5,2.5,0.5,-635.88,-588.785,-559.277,-541.277,-558.104,-585.183,-703.076,-869.518,-1020.129,-1063.899,-1027.361,-1141.386,-1077.549,-1175.027,-1000.107,-887.636,-888.708,-1024.868,-1183.563,-1107.759,-1210.047
-5,2.5,1,-584.292,-536.964,-506.235,-488.652,-502.847,-533.583,-646.264,-816.813,-995.66,-1092.588,-1109.192,-1253.04,-1215.61,-1324.925,-1160.533,-1052.923,-1055.775,-1192.151,-1350.767,-1275.701,-1377.906
-5,2.5,1.5,-542.149,-493.589,-460.043,-439.293,-445.375,-468.392,-559.751,-708.201,-881.063,-1000.245,-1050.958,-1213.457,-1198.793,-1317.396,-1163.328,-1060.078,-1064.042,-1199.936,-1357.937,-1283.413,-1385.212
-5,2.5,2,-511.196,-462.26,-427.602,-406.197,-409.194,-431.297,-513.778,-655.081,-837.349,-997.316,-1107.384,-1314.077,-1345.926,-1489.757,-1357.847,-1265.782,-1274.597,-1412.024,-1570.654,-1497.779,-1599.782
-5,2.5,2.5,-489.425,-439.462,-402.606,-378.165,-374.269,-387.438,-448.841,-560.752,-715.421,-867.713,-991.094,-1206.704,-1264.796,-1421.454,-1306.613,-1222.35,-1233.44,-1370.361,-1528.165,-1456.206,-1557.589
-5,2.5,3,-477.95,-427.297,-388.928,-362.395,-353.634,-360.394,-405.986,-494.277,-623.656,-764.073,-894.269,-1114.272,-1199.609,-1371.247,-1278.227,-1204.581,-1219.113,-1355.757,-1512.762,-1442.093,-1542.798
-5,2.5,3.5,-476.713,-425.664,-386.368,-358.6,-346.79,-349.666,-384.807,-456.845,-568.013,-700.125,-838.788,-1066.588,-1186.724,-1382.011,-1321.371,-1265.494,-1287.42,-1425.688,-1582.971,-1514.764,-1615.219
-5,2.5,4,-485.563,-434.265,-394.351,-365.761,-351.853,-352.069,-379.758,-439.785,-536.632,-661.016,-805.796,-1040.416,-1198.434,-1424.75,-1408.227,-1379.426,-1414.454,-1557.363,-1716.709,-1652.69,-1753.612
-5,2.5,4.5,-504.403,-452.897,-412.467,-383.137,-367.432,-365.185,-386.438,-435.684,-518.118,-630.191,-770.709,-999.536,-1183.378,-1435.186,-1465.993,-1469.465,-1521.332,-1670.768,-1833.256,-1774.793,-1876.521
-5,2.5,5,-533.136,-481.352,-440.302,-409.968,-392.095,-386.458,-400.096,-436.086,-498.172,-584.218,-694.692,-879.887,-1040.07,-1268.964,-1310.607,-1321.881,-1374.15,-1518.721,-1676.753,-1619.548,-1718.333
-5,3,-5,-1110.888,-1066.092,-1036.55,-1017.287,-1021.799,-1038.969,-1101.678,-1214.017,-1343.699,-1453.32,-1490.482,-1638.812,-1610.987,-1722.913,-1560.417,-1451.213,-1454.299,-1592.107,-1753.438,-1677.338,-1781.435
-5,3,-4.5,-1111.912,-1069.736,-1045.15,-1032.253,-1051.295,-1085.128,-1191.58,-1357.548,-1524.958,-1620.006,-1621.792,-1757.419,-1705.741,-1810.946,-1637.695,-1525.501,-1528.289,-1667.165,-1828.857,-1752.652,-1856.796
-5,3,-4,-1127.213,-1089.315,-1073.454,-1072.231,-1116.885,-1179.169,-1347.879,-1574.035,-1766.906,-1835.551,-1804.002,-1928.927,-1862.489,-1964.085,-1785.31,-1671.792,-1674.591,-1814.105,-1976.029,-1899.828,-2004.017
-5,3,-3.5,-1158.301,-1127.282,-1125.056,-1141.395,-1221.121,-1316.548,-1545.82,-1810.61,-2000.196,-2031.452,-1968.802,-2082.389,-2005.307,-2103.641,-1921.367,-1806.833,-1809.439,-1949.14,-2111.099,-2034.885,-2139.072
-5,3,-3,-1171.272,-1141.31,-1143.438,-1161.123,-1248.672,-1334.881,-1563.593,-1802.913,-1946.731,-1928.096,-1832.975,-1931.988,-1845.141,-1939.405,-1754.26,-1638.591,-1640.719,-1780.262,-1942.08,-1865.806,-1969.923
-5,3,-2.5,-1144.346,-1115.39,-1121.796,-1144.178,-1242.604,-1334.233,-1575.072,-1816.43,-1954.75,-1927.562,-1828.011,-1926.055,-1838.511,-1932.732,-1747.525,-1631.955,-1634.137,-1773.704,-1935.494,-1859.27,-1963.363
-5,3,-2,-1056.145,-1021.527,-1019.018,-1029.135,-1108.837,-1179.65,-1396.228,-1618.508,-1746.61,-1714.793,-1613.307,-1709.312,-1621.328,-1714.897,-1529.685,-1414.014,-1416.012,-1555.374,-1716.99,-1640.752,-1744.747
-5,3,-1.5,-947.968,-912.644,-908.084,-919.938,-999.187,-1082.322,-1307.954,-1552.412,-1712.941,-1712.427,-1632.326,-1738.306,-1657.573,-1754.224,-1571.46,-1456.891,-1459.294,-1598.731,-1760.344,-1684.243,-1788.215
-5,3,-1,-841.454,-803.891,-793.915,-802.032,-871.088,-955.218,-1174.587,-1431.518,-1625.192,-1664.218,-1613.343,-1733.08,-1662.864,-1763.932,-1584.763,-1471.771,-1474.734,-1614.266,-1775.875,-1699.952,-1803.895
-5,3,-0.5,-747.406,-706.231,-688.446,-687.671,-737.827,-807.534,-998.642,-1243.184,-1452.184,-1524.537,-1502.534,-1635.461,-1576.849,-1682.441,-1507.416,-1396.106,-1399.553,-1539.043,-1700.546,-1624.784,-1728.636
-5,3,0,-667.972,-623.244,-597.988,-587.597,-617.607,-666.5,-817.741,-1029.441,-1231.938,-1324.269,-1325.733,-1468.298,-1420.95,-1530.297,-1359.614,-1249.852,-1253.525,-1392.713,-1553.929,-1478.274,-1581.94
-5,3,0.5,-602.465,-555.21,-524.575,-507.19,-521.844,-553.664,-668.834,-844.269,-1030.574,-1135.579,-1158.906,-1310.27,-1275.973,-1389.525,-1224.307,-1116.427,-1120.295,-1259.024,-1419.835,-1344.294,-1447.708
-5,3,1,-550.569,-502.722,-470.425,-451.932,-462.102,-492.406,-596.345,-764.975,-966.319,-1118.735,-1201.227,-1392.258,-1395.646,-1528.496,-1379,-1278.627,-1285.668,-1425.518,-1586.856,-1512.128,-1615.671
-5,3,1.5,-508.459,-459.428,-424.549,-402.738,-405.082,-426.268,-507.796,-648.776,-832.329,-995.338,-1109.41,-1323.138,-1358.279,-1507.363,-1373.786,-1280.738,-1290.5,-1430.973,-1592.49,-1518.482,-1621.962
-5,3,2,-477.316,-427.805,-391.736,-368.728,-367.482,-385.551,-455.893,-583.481,-763.565,-951.843,-1118.176,-1379.487,-1473.279,-1658.96,-1557.178,-1480.833,-1498.453,-1642.295,-1805.596,-1733.478,-1837.506
-5,3,2.5,-455.67,-405.278,-367.361,-341.658,-334.465,-344.203,-395.421,-494.055,-641.324,-809.376,-976.271,-1240.046,-1363.533,-1568.616,-1491.915,-1428.39,-1451.191,-1596.483,-1760.357,-1689.586,-1793.593
-5,3,3,-444.289,-393.305,-354.117,-326.56,-315.193,-319.021,-356.184,-432.407,-551.739,-698.118,-858.434,-1116.645,-1266.684,-1491.847,-1445.832,-1399.186,-1429.239,-1576.816,-1741.712,-1672.855,-1776.952
-5,3,3.5,-443.116,-391.782,-351.804,-323.121,-309.104,-309.256,-337.109,-398,-497.395,-627.558,-783.177,-1036.977,-1217.045,-1469.441,-1466.072,-1445.732,-1488.751,-1641.655,-1809.376,-1743.921,-1848.733
-5,3,4,-452.032,-400.477,-359.972,-330.537,-314.703,-312.342,-333.625,-383.399,-467.656,-584.282,-734.217,-981.342,-1189.516,-1472.851,-1523.722,-1541.207,-1605.167,-1768.044,-1941.449,-1881.659,-1988.209
-5,3,4.5,-470.961,-419.228,-378.299,-348.228,-330.898,-326.362,-342.197,-382.513,-452.937,-554.407,-691.701,-920.891,-1140.981,-1443.486,-1547.715,-1608.044,-1698.053,-1874.233,-2055.569,-2003.52,-2112.615
-5,3,5,-499.826,-447.878,-406.471,-375.613,-356.595,-349.359,-359.172,-388.776,-442.024,-519.62,-625.832,-806.537,-990.461,-1257.123,-1366.955,-1436.755,-1531.01,-1706.386,-1887.098,-1838.391,-1946.642
-5,3.5,-5,-1138.36,-1093.944,-1063.216,-1042.515,-1042.921,-1054.17,-1112.076,-1215.305,-1334.699,-1416.024,-1426.629,-1555.067,-1512.028,-1615.475,-1445.725,-1333.131,-1334.501,-1472.244,-1633.38,-1556.958,-1660.937
-5,3.5,-4.5,-1140.405,-1098.072,-1071.563,-1055.947,-1068.962,-1093.776,-1190.549,-1341.449,-1491.895,-1558.774,-1538.071,-1659.044,-1597.559,-1697.638,-1520.32,-1406.231,-1408.076,-1546.915,-1708.525,-1632.127,-1736.223
-5,3.5,-4,-1157.213,-1118.412,-1099.428,-1093.465,-1128.789,-1177.5,-1329.683,-1534.732,-1707.537,-1753.242,-1706.013,-1821.372,-1749.176,-1847.758,-1666.704,-1552.064,-1554.296,-1693.774,-1855.666,-1779.318,-1883.489
-5,3.5,-3.5,-1183.203,-1149.323,-1140.959,-1148.465,-1212.573,-1288.456,-1493.678,-1735.348,-1909.271,-1928.155,-1858.428,-1967.459,-1888.067,-1985.099,-1801.821,-1686.732,-1689.051,-1828.774,-1990.762,-1914.434,-2018.63
-5,3.5,-3,-1181.722,-1146.817,-1139.404,-1144.662,-1210.727,-1275.201,-1476.138,-1695.672,-1832.024,-1811.194,-1715.502,-1812.946,-1725.798,-1819.631,-1634.152,-1518.195,-1520.164,-1659.763,-1821.655,-1745.282,-1849.436
-5,3.5,-2.5,-1130.267,-1094.639,-1088.426,-1095.813,-1168.1,-1238.375,-1449.953,-1676.764,-1817.041,-1797.793,-1704.047,-1803.335,-1717.42,-1812.027,-1627.068,-1511.431,-1513.55,-1653.212,-1815.118,-1738.792,-1842.94
-5,3.5,-2,-1026.189,-985.503,-970.92,-967.495,-1021.452,-1072.963,-1257.953,-1465.152,-1597.932,-1578.987,-1486.621,-1584.793,-1499.399,-1593.606,-1408.93,-1293.253,-1295.202,-1434.681,-1596.453,-1520.112,-1624.193
-5,3.5,-1.5,-913.757,-872.562,-856.11,-853.862,-905.85,-966.41,-1154.573,-1379.202,-1545.22,-1563.573,-1498.349,-1609.304,-1533.522,-1631.812,-1450.32,-1336.017,-1338.472,-1478.091,-1639.915,-1563.698,-1667.778
-5,3.5,-1,-809.168,-766.48,-746.04,-740.951,-783.913,-843.174,-1019.807,-1248.173,-1442.098,-1502.149,-1470.998,-1598.504,-1536.048,-1639.996,-1463.066,-1350.701,-1353.854,-1493.653,-1655.547,-1579.496,-1683.573
-5,3.5,-0.5,-718.162,-673.046,-647.108,-635.632,-663.835,-710.156,-857.854,-1065.796,-1265.068,-1354.751,-1354.011,-1495.88,-1447.419,-1556.887,-1385.081,-1274.731,-1278.465,-1418.297,-1580.166,-1504.262,-1608.29
-5,3.5,0,-641.063,-593.567,-562.467,-544.276,-557.547,-587.233,-699.323,-871.07,-1053.659,-1155.189,-1175.471,-1325.632,-1289.777,-1403.363,-1236.726,-1128.115,-1132.074,-1271.629,-1433.282,-1357.465,-1461.361
-5,3.5,0.5,-576.96,-527.798,-493.052,-470.12,-472.421,-489.298,-571.514,-707.984,-867.193,-972.107,-1009.43,-1165.379,-1143.333,-1261.158,-1100.894,-994.334,-998.424,-1137.51,-1298.825,-1223.092,-1326.798
-5,3.5,1,-525.473,-475.999,-440.246,-416.811,-416.233,-432.38,-505.608,-633.951,-800.182,-942.295,-1034.791,-1231.048,-1252.226,-1393.335,-1252.703,-1155.516,-1163.583,-1304.206,-1466.321,-1391.433,-1495.335
-5,3.5,1.5,-483.834,-433.597,-396.133,-370.54,-364.611,-374.416,-430.655,-535.473,-681.693,-825.041,-940.068,-1153.442,-1207.385,-1366.334,-1244.827,-1156.492,-1167.866,-1309.417,-1471.965,-1397.826,-1501.762
-5,3.5,2,-452.876,-402.358,-364.149,-337.875,-329.629,-337.529,-385.654,-479.41,-619.586,-778.288,-934.354,-1188.722,-1303.505,-1503.849,-1421.065,-1353.598,-1374.937,-1520.972,-1685.987,-1613.946,-1718.589
-5,3.5,2.5,-431.548,-380.447,-340.996,-312.928,-300.618,-302.783,-337.102,-408.688,-520.924,-657.288,-804.995,-1050.725,-1188.647,-1406.072,-1351.403,-1298.927,-1326.465,-1474.504,-1640.559,-1570.005,-1674.81
-5,3.5,3,-420.402,-368.912,-328.613,-299.322,-284.19,-282.357,-306.74,-361.759,-451.644,-567.335,-702.905,-933.401,-1088.879,-1321.69,-1300.016,-1266.861,-1302.977,-1454.046,-1621.754,-1553.349,-1658.483
-5,3.5,3.5,-419.399,-367.683,-326.865,-296.848,-279.953,-275.696,-293.636,-337.651,-412.305,-513.672,-641.137,-859.551,-1034.812,-1288.52,-1311.542,-1308.38,-1360.027,-1517.993,-1689.698,-1625.236,-1731.465
-5,3.5,4,-428.454,-376.598,-335.437,-304.943,-286.854,-280.97,-294.432,-330.648,-394.173,-484.473,-604.774,-811.139,-1003.437,-1279.238,-1356.621,-1395.646,-1472.275,-1643.004,-1822.437,-1764.712,-1873.32
-5,3.5,4.5,-447.514,-395.545,-354.106,-323.203,-304.126,-296.823,-306.585,-336.237,-389.845,-468.56,-577.507,-764.391,-958.939,-1242.701,-1368.817,-1452.888,-1559.524,-1746.915,-1936.997,-1888.629,-2000.714
-5,3.5,5,-476.524,-424.411,-382.651,-351.223,-331.003,-321.877,-327.496,-349.676,-391.056,-452.171,-536.696,-681.709,-838.408,-1077.636,-1198.333,-1285.154,-1392.599,-1577.587,-1767.013,-1722.338,-1833.961
-5,4,-5,-1180.328,-1136.35,-1105.514,-1085.038,-1085.18,-1096.768,-1158.152,-1266.337,-1394.299,-1478.005,-1492.049,-1624.458,-1583.693,-1689.138,-1519.46,-1407.258,-1408.924,-1547.263,-1708.651,-1632.262,-1736.292
-5,4,-4.5,-1184.193,-1142.229,-1115.607,-1100.271,-1113.231,-1138.863,-1239.31,-1395.239,-1553.331,-1623.254,-1606.05,-1730.025,-1670.393,-1771.787,-1594.707,-1480.891,-1482.914,-1622.081,-1783.842,-1707.457,-1811.592
-5,4,-4,-1201.977,-1163.313,-1143.912,-1137.969,-1172.67,-1222.057,-1376.252,-1585.025,-1764.999,-1816.13,-1773.979,-1892.359,-1822.295,-1922.009,-1741.414,-1627.025,-1629.381,-1769.051,-1931.046,-1854.696,-1958.899
-5,4,-3.5,-1220.666,-1185.795,-1175.34,-1181.21,-1241.718,-1316.92,-1520.591,-1766.053,-1951.204,-1982.259,-1922.092,-2035.911,-1960.01,-2058.662,-1876.341,-1761.672,-1764.178,-1904.074,-2066.171,-1989.846,-2094.079
-5,4,-3,-1199.993,-1163.086,-1151.869,-1154.588,-1214.561,-1279.702,-1477.485,-1703.95,-1858.281,-1857.22,-1775.553,-1879.262,-1796.782,-1892.599,-1708.46,-1593.04,-1595.229,-1734.994,-1897.006,-1820.641,-1924.843
-5,4,-2.5,-1124.578,-1086.269,-1074.601,-1078.184,-1141.031,-1211.761,-1417.288,-1653.457,-1819.349,-1829.449,-1756.474,-1865.098,-1786.153,-1883.72,-1700.839,-1586.038,-1588.497,-1728.376,-1890.44,-1814.135,-1918.348
-5,4,-2,-1008.863,-966.176,-946.795,-940.482,-985.077,-1037.189,-1212.683,-1426.317,-1585.729,-1601.079,-1533.936,-1643.174,-1566.486,-1664.256,-1482.247,-1367.607,-1369.953,-1509.671,-1671.633,-1595.326,-1699.491
-5,4,-1.5,-894.205,-850.808,-829.149,-822.405,-862.479,-918.325,-1089.794,-1313.46,-1504.534,-1563.418,-1531.583,-1658.614,-1595.797,-1699.698,-1522.381,-1409.781,-1412.921,-1552.918,-1715.023,-1638.878,-1743.074
-5,4,-1,-791.145,-746.378,-721.137,-711.108,-741.819,-792.691,-947.193,-1164.937,-1376.308,-1478.114,-1487.142,-1636.016,-1591.776,-1704.027,-1533.331,-1423.606,-1427.849,-1568.227,-1730.529,-1654.608,-1758.845
-5,4,-0.5,-702.058,-655.34,-625.671,-610.12,-628.035,-665.73,-790.487,-980.684,-1186.658,-1312.918,-1354.782,-1521.367,-1496.095,-1616.531,-1453.282,-1346.613,-1351.873,-1492.491,-1654.908,-1579.204,-1683.447
-5,4,0,-626.312,-577.75,-544.073,-523.082,-528.822,-551.713,-643.838,-795.562,-975.64,-1104.78,-1165.395,-1340.621,-1331.795,-1458.507,-1302.819,-1198.928,-1204.8,-1345.313,-1507.648,-1432.104,-1536.276
-5,4,0.5,-562.933,-513.085,-476.601,-451.814,-448.787,-460.679,-526.767,-644.01,-794.683,-917.731,-990.349,-1169.703,-1177.879,-1310.911,-1164.441,-1063.865,-1070.322,-1210.553,-1372.703,-1297.336,-1401.389
