"x0","x1","x2","fitness0.5","fitness1","fitness1.5","fitness2","fitness2.5","fitness3","fitness3.5","fitness4","fitness4.5","fitness5","fitness5.5","fitness6","fitness6.5","fitness7","fitness7.5","fitness8","fitness8.5","fitness9","fitness9.5","fitness10","fitness10.5","file"
1.5,5.5,3,-0.842,-0.691,-0.889,-0.54,-0.626,-0.941,-0.701,-0.451,-0.536,-0.785,-0.935,-0.892,-0.724,-0.548,-0.45,-0.458,-0.552,-0.686,-0.816,-0.906,-0.941,"vincent"
1.5,5.5,3.5,-0.602,-0.451,-0.649,-0.3,-0.386,-0.701,-0.461,-0.21,-0.296,-0.545,-0.694,-0.652,-0.484,-0.308,-0.21,-0.218,-0.312,-0.446,-0.575,-0.666,-0.701,"vincent"
1.5,5.5,4,-0.351,-0.201,-0.398,-0.05,-0.136,-0.451,-0.21,0.04,-0.046,-0.295,-0.444,-0.401,-0.233,-0.057,0.04,0.032,-0.061,-0.196,-0.325,-0.415,-0.45,"vincent"
1.5,5.5,4.5,-0.437,-0.286,-0.484,-0.136,-0.222,-0.536,-0.296,-0.046,-0.132,-0.381,-0.53,-0.487,-0.319,-0.143,-0.046,-0.054,-0.147,-0.282,-0.411,-0.501,-0.536,"vincent"
1.5,5.5,5,-0.686,-0.535,-0.733,-0.384,-0.471,-0.785,-0.545,-0.295,-0.381,-0.63,-0.779,-0.736,-0.568,-0.392,-0.295,-0.303,-0.396,-0.531,-0.66,-0.75,-0.785,"vincent"
1.5,5.5,5.5,-0.835,-0.685,-0.882,-0.534,-0.62,-0.935,-0.694,-0.444,-0.53,-0.779,-0.928,-0.885,-0.717,-0.541,-0.444,-0.452,-0.545,-0.68,-0.809,-0.899,-0.934,"vincent"
1.5,5.5,6,-0.793,-0.642,-0.84,-0.491,-0.577,-0.892,-0.652,-0.401,-0.487,-0.736,-0.885,-0.843,-0.675,-0.499,-0.401,-0.409,-0.503,-0.637,-0.766,-0.857,-0.892,"vincent"
1.5,5.5,6.5,-0.625,-0.474,-0.672,-0.323,-0.409,-0.724,-0.484,-0.233,-0.319,-0.568,-0.717,-0.675,-0.507,-0.331,-0.233,-0.241,-0.335,-0.469,-0.599,-0.689,-0.724,"vincent"
1.5,5.5,7,-0.449,-0.298,-0.496,-0.147,-0.233,-0.548,-0.308,-0.057,-0.143,-0.392,-0.541,-0.499,-0.331,-0.155,-0.057,-0.065,-0.159,-0.293,-0.423,-0.513,-0.548,"vincent"
1.5,5.5,7.5,-0.351,-0.2,-0.398,-0.049,-0.136,-0.45,-0.21,0.04,-0.046,-0.295,-0.444,-0.401,-0.233,-0.057,0.041,0.032,-0.061,-0.196,-0.325,-0.415,-0.45,"vincent"
1.5,5.5,8,-0.359,-0.208,-0.406,-0.058,-0.144,-0.458,-0.218,0.032,-0.054,-0.303,-0.452,-0.409,-0.241,-0.065,0.032,0.024,-0.069,-0.204,-0.333,-0.423,-0.458,"vincent"
1.5,5.5,8.5,-0.453,-0.302,-0.5,-0.151,-0.237,-0.552,-0.312,-0.061,-0.147,-0.396,-0.545,-0.503,-0.335,-0.159,-0.061,-0.069,-0.163,-0.297,-0.427,-0.517,-0.552,"vincent"
1.5,5.5,9,-0.587,-0.436,-0.634,-0.286,-0.372,-0.686,-0.446,-0.196,-0.282,-0.531,-0.68,-0.637,-0.469,-0.293,-0.196,-0.204,-0.297,-0.432,-0.561,-0.651,-0.686,"vincent"
1.5,5.5,9.5,-0.717,-0.566,-0.764,-0.415,-0.501,-0.816,-0.575,-0.325,-0.411,-0.66,-0.809,-0.766,-0.599,-0.423,-0.325,-0.333,-0.427,-0.561,-0.69,-0.781,-0.816,"vincent"
1.5,5.5,10,-0.807,-0.656,-0.854,-0.505,-0.591,-0.906,-0.666,-0.415,-0.501,-0.75,-0.899,-0.857,-0.689,-0.513,-0.415,-0.423,-0.517,-0.651,-0.781,-0.871,-0.906,"vincent"
1.5,5.5,10.5,-0.842,-0.691,-0.889,-0.54,-0.626,-0.941,-0.701,-0.45,-0.536,-0.785,-0.934,-0.892,-0.724,-0.548,-0.45,-0.458,-0.552,-0.686,-0.816,-0.906,-0.941,"vincent"
1.5,6,0.5,-0.7,-0.549,-0.747,-0.399,-0.485,-0.799,-0.559,-0.309,-0.395,-0.644,-0.793,-0.75,-0.582,-0.406,-0.309,-0.317,-0.41,-0.545,-0.674,-0.764,-0.799,"vincent"
1.5,6,1,-0.549,-0.399,-0.596,-0.248,-0.334,-0.649,-0.408,-0.158,-0.244,-0.493,-0.642,-0.599,-0.431,-0.255,-0.158,-0.166,-0.259,-0.394,-0.523,-0.613,-0.648,"vincent"
1.5,6,1.5,-0.747,-0.596,-0.794,-0.445,-0.532,-0.846,-0.606,-0.356,-0.442,-0.691,-0.84,-0.797,-0.629,-0.453,-0.356,-0.364,-0.457,-0.592,-0.721,-0.811,-0.846,"vincent"
1.5,6,2,-0.399,-0.248,-0.445,-0.097,-0.183,-0.498,-0.257,-0.007,-0.093,-0.342,-0.491,-0.448,-0.28,-0.104,-0.007,-0.015,-0.108,-0.243,-0.372,-0.463,-0.497,"vincent"
1.5,6,2.5,-0.485,-0.334,-0.532,-0.183,-0.269,-0.584,-0.344,-0.093,-0.179,-0.428,-0.577,-0.535,-0.367,-0.191,-0.093,-0.101,-0.195,-0.329,-0.458,-0.549,-0.584,"vincent"
1.5,6,3,-0.799,-0.649,-0.846,-0.498,-0.584,-0.899,-0.658,-0.408,-0.494,-0.743,-0.892,-0.849,-0.681,-0.505,-0.408,-0.416,-0.509,-0.644,-0.773,-0.863,-0.898,"vincent"
1.5,6,3.5,-0.559,-0.408,-0.606,-0.257,-0.344,-0.658,-0.418,-0.168,-0.254,-0.502,-0.652,-0.609,-0.441,-0.265,-0.167,-0.176,-0.269,-0.403,-0.533,-0.623,-0.658,"vincent"
1.5,6,4,-0.309,-0.158,-0.356,-0.007,-0.093,-0.408,-0.168,0.083,-0.003,-0.252,-0.401,-0.359,-0.191,-0.015,0.083,0.075,-0.019,-0.153,-0.282,-0.373,-0.408,"vincent"
1.5,6,4.5,-0.395,-0.244,-0.442,-0.093,-0.179,-0.494,-0.254,-0.003,-0.089,-0.338,-0.487,-0.445,-0.277,-0.101,-0.003,-0.011,-0.105,-0.239,-0.368,-0.459,-0.494,"vincent"
1.5,6,5,-0.644,-0.493,-0.691,-0.342,-0.428,-0.743,-0.502,-0.252,-0.338,-0.587,-0.736,-0.693,-0.526,-0.35,-0.252,-0.26,-0.354,-0.488,-0.617,-0.708,-0.742,"vincent"
1.5,6,5.5,-0.793,-0.642,-0.84,-0.491,-0.577,-0.892,-0.652,-0.401,-0.487,-0.736,-0.885,-0.843,-0.675,-0.499,-0.401,-0.409,-0.503,-0.637,-0.766,-0.857,-0.892,"vincent"
1.5,6,6,-0.75,-0.599,-0.797,-0.448,-0.535,-0.849,-0.609,-0.359,-0.445,-0.693,-0.843,-0.8,-0.632,-0.456,-0.358,-0.367,-0.46,-0.595,-0.724,-0.814,-0.849,"vincent"
1.5,6,6.5,-0.582,-0.431,-0.629,-0.28,-0.367,-0.681,-0.441,-0.191,-0.277,-0.526,-0.675,-0.632,-0.464,-0.288,-0.19,-0.199,-0.292,-0.427,-0.556,-0.646,-0.681,"vincent"
1.5,6,7,-0.406,-0.255,-0.453,-0.104,-0.191,-0.505,-0.265,-0.015,-0.101,-0.35,-0.499,-0.456,-0.288,-0.112,-0.015,-0.023,-0.116,-0.251,-0.38,-0.47,-0.505,"vincent"
1.5,6,7.5,-0.309,-0.158,-0.356,-0.007,-0.093,-0.408,-0.167,0.083,-0.003,-0.252,-0.401,-0.358,-0.19,-0.015,0.083,0.075,-0.018,-0.153,-0.282,-0.373,-0.407,"vincent"
1.5,6,8,-0.317,-0.166,-0.364,-0.015,-0.101,-0.416,-0.176,0.075,-0.011,-0.26,-0.409,-0.367,-0.199,-0.023,0.075,0.067,-0.027,-0.161,-0.29,-0.381,-0.416,"vincent"
1.5,6,8.5,-0.41,-0.259,-0.457,-0.108,-0.195,-0.509,-0.269,-0.019,-0.105,-0.354,-0.503,-0.46,-0.292,-0.116,-0.018,-0.027,-0.12,-0.255,-0.384,-0.474,-0.509,"vincent"
1.5,6,9,-0.545,-0.394,-0.592,-0.243,-0.329,-0.644,-0.403,-0.153,-0.239,-0.488,-0.637,-0.595,-0.427,-0.251,-0.153,-0.161,-0.255,-0.389,-0.518,-0.609,-0.644,"vincent"
1.5,6,9.5,-0.674,-0.523,-0.721,-0.372,-0.458,-0.773,-0.533,-0.282,-0.368,-0.617,-0.766,-0.724,-0.556,-0.38,-0.282,-0.29,-0.384,-0.518,-0.648,-0.738,-0.773,"vincent"
1.5,6,10,-0.764,-0.613,-0.811,-0.463,-0.549,-0.863,-0.623,-0.373,-0.459,-0.708,-0.857,-0.814,-0.646,-0.47,-0.373,-0.381,-0.474,-0.609,-0.738,-0.828,-0.863,"vincent"
1.5,6,10.5,-0.799,-0.648,-0.846,-0.497,-0.584,-0.898,-0.658,-0.408,-0.494,-0.742,-0.892,-0.849,-0.681,-0.505,-0.407,-0.416,-0.509,-0.644,-0.773,-0.863,-0.898,"vincent"
1.5,6.5,0.5,-0.533,-0.382,-0.579,-0.231,-0.317,-0.632,-0.391,-0.141,-0.227,-0.476,-0.625,-0.582,-0.414,-0.238,-0.141,-0.149,-0.242,-0.377,-0.506,-0.597,-0.631,"vincent"
1.5,6.5,1,-0.382,-0.231,-0.428,-0.08,-0.166,-0.481,-0.24,0.01,-0.076,-0.325,-0.474,-0.431,-0.263,-0.088,0.01,0.002,-0.091,-0.226,-0.355,-0.446,-0.48,"vincent"
1.5,6.5,1.5,-0.579,-0.428,-0.626,-0.278,-0.364,-0.678,-0.438,-0.188,-0.274,-0.523,-0.672,-0.629,-0.461,-0.285,-0.188,-0.196,-0.289,-0.424,-0.553,-0.643,-0.678,"vincent"
1.5,6.5,2,-0.231,-0.08,-0.278,0.071,-0.015,-0.33,-0.089,0.161,0.075,-0.174,-0.323,-0.28,-0.112,0.063,0.161,0.153,0.06,-0.075,-0.204,-0.295,-0.329,"vincent"
1.5,6.5,2.5,-0.317,-0.166,-0.364,-0.015,-0.101,-0.416,-0.176,0.075,-0.011,-0.26,-0.409,-0.367,-0.199,-0.023,0.075,0.067,-0.027,-0.161,-0.291,-0.381,-0.416,"vincent"
1.5,6.5,3,-0.632,-0.481,-0.678,-0.33,-0.416,-0.731,-0.49,-0.24,-0.326,-0.575,-0.724,-0.681,-0.513,-0.337,-0.24,-0.248,-0.341,-0.476,-0.605,-0.696,-0.73,"vincent"
1.5,6.5,3.5,-0.391,-0.24,-0.438,-0.089,-0.176,-0.49,-0.25,0,-0.086,-0.335,-0.484,-0.441,-0.273,-0.097,0.001,-0.008,-0.101,-0.236,-0.365,-0.455,-0.49,"vincent"
1.5,6.5,4,-0.141,0.01,-0.188,0.161,0.075,-0.24,0,0.251,0.165,-0.084,-0.233,-0.191,-0.023,0.153,0.251,0.243,0.149,0.015,-0.115,-0.205,-0.24,"vincent"
1.5,6.5,4.5,-0.227,-0.076,-0.274,0.075,-0.011,-0.326,-0.086,0.165,0.079,-0.17,-0.319,-0.277,-0.109,0.067,0.165,0.157,0.063,-0.071,-0.201,-0.291,-0.326,"vincent"
1.5,6.5,5,-0.476,-0.325,-0.523,-0.174,-0.26,-0.575,-0.335,-0.084,-0.17,-0.419,-0.568,-0.526,-0.358,-0.182,-0.084,-0.092,-0.186,-0.32,-0.449,-0.54,-0.575,"vincent"
1.5,6.5,5.5,-0.625,-0.474,-0.672,-0.323,-0.409,-0.724,-0.484,-0.233,-0.319,-0.568,-0.717,-0.675,-0.507,-0.331,-0.233,-0.241,-0.335,-0.469,-0.599,-0.689,-0.724,"vincent"
1.5,6.5,6,-0.582,-0.431,-0.629,-0.28,-0.367,-0.681,-0.441,-0.191,-0.277,-0.526,-0.675,-0.632,-0.464,-0.288,-0.19,-0.199,-0.292,-0.427,-0.556,-0.646,-0.681,"vincent"
1.5,6.5,6.5,-0.414,-0.263,-0.461,-0.112,-0.199,-0.513,-0.273,-0.023,-0.109,-0.358,-0.507,-0.464,-0.296,-0.12,-0.023,-0.031,-0.124,-0.259,-0.388,-0.478,-0.513,"vincent"
1.5,6.5,7,-0.238,-0.088,-0.285,0.063,-0.023,-0.337,-0.097,0.153,0.067,-0.182,-0.331,-0.288,-0.12,0.056,0.153,0.145,0.052,-0.083,-0.212,-0.302,-0.337,"vincent"
1.5,6.5,7.5,-0.141,0.01,-0.188,0.161,0.075,-0.24,0.001,0.251,0.165,-0.084,-0.233,-0.19,-0.023,0.153,0.251,0.243,0.149,0.015,-0.114,-0.205,-0.239,"vincent"
1.5,6.5,8,-0.149,0.002,-0.196,0.153,0.067,-0.248,-0.008,0.243,0.157,-0.092,-0.241,-0.199,-0.031,0.145,0.243,0.235,0.141,0.007,-0.123,-0.213,-0.248,"vincent"
1.5,6.5,8.5,-0.242,-0.091,-0.289,0.06,-0.027,-0.341,-0.101,0.149,0.063,-0.186,-0.335,-0.292,-0.124,0.052,0.149,0.141,0.048,-0.087,-0.216,-0.306,-0.341,"vincent"
1.5,6.5,9,-0.377,-0.226,-0.424,-0.075,-0.161,-0.476,-0.236,0.015,-0.071,-0.32,-0.469,-0.427,-0.259,-0.083,0.015,0.007,-0.087,-0.221,-0.351,-0.441,-0.476,"vincent"
1.5,6.5,9.5,-0.506,-0.355,-0.553,-0.204,-0.291,-0.605,-0.365,-0.115,-0.201,-0.449,-0.599,-0.556,-0.388,-0.212,-0.114,-0.123,-0.216,-0.351,-0.48,-0.57,-0.605,"vincent"
1.5,6.5,10,-0.597,-0.446,-0.643,-0.295,-0.381,-0.696,-0.455,-0.205,-0.291,-0.54,-0.689,-0.646,-0.478,-0.302,-0.205,-0.213,-0.306,-0.441,-0.57,-0.66,-0.695,"vincent"
1.5,6.5,10.5,-0.631,-0.48,-0.678,-0.329,-0.416,-0.73,-0.49,-0.24,-0.326,-0.575,-0.724,-0.681,-0.513,-0.337,-0.239,-0.248,-0.341,-0.476,-0.605,-0.695,-0.73,"vincent"
1.5,7,0.5,-0.357,-0.206,-0.404,-0.055,-0.141,-0.456,-0.215,0.035,-0.051,-0.3,-0.449,-0.406,-0.238,-0.063,0.035,0.027,-0.066,-0.201,-0.33,-0.421,-0.455,"vincent"
1.5,7,1,-0.206,-0.055,-0.253,0.096,0.01,-0.305,-0.064,0.186,0.1,-0.149,-0.298,-0.255,-0.088,0.088,0.186,0.178,0.084,-0.05,-0.179,-0.27,-0.304,"vincent"
1.5,7,1.5,-0.404,-0.253,-0.45,-0.102,-0.188,-0.503,-0.262,-0.012,-0.098,-0.347,-0.496,-0.453,-0.285,-0.109,-0.012,-0.02,-0.113,-0.248,-0.377,-0.467,-0.502,"vincent"
1.5,7,2,-0.055,0.096,-0.102,0.247,0.161,-0.154,0.087,0.337,0.251,0.002,-0.147,-0.104,0.063,0.239,0.337,0.329,0.235,0.101,-0.028,-0.119,-0.153,"vincent"
1.5,7,2.5,-0.141,0.01,-0.188,0.161,0.075,-0.24,0,0.251,0.165,-0.084,-0.233,-0.191,-0.023,0.153,0.251,0.243,0.149,0.015,-0.115,-0.205,-0.24,"vincent"
1.5,7,3,-0.456,-0.305,-0.503,-0.154,-0.24,-0.555,-0.314,-0.064,-0.15,-0.399,-0.548,-0.505,-0.337,-0.162,-0.064,-0.072,-0.166,-0.3,-0.429,-0.52,-0.554,"vincent"
1.5,7,3.5,-0.215,-0.064,-0.262,0.087,0,-0.314,-0.074,0.176,0.09,-0.159,-0.308,-0.265,-0.097,0.079,0.176,0.168,0.075,-0.06,-0.189,-0.279,-0.314,"vincent"
1.5,7,4,0.035,0.186,-0.012,0.337,0.251,-0.064,0.176,0.427,0.341,0.092,-0.057,-0.015,0.153,0.329,0.427,0.419,0.325,0.191,0.061,-0.029,-0.064,"vincent"
1.5,7,4.5,-0.051,0.1,-0.098,0.251,0.165,-0.15,0.09,0.341,0.255,0.006,-0.143,-0.101,0.067,0.243,0.341,0.333,0.239,0.105,-0.025,-0.115,-0.15,"vincent"
1.5,7,5,-0.3,-0.149,-0.347,0.002,-0.084,-0.399,-0.159,0.092,0.006,-0.243,-0.392,-0.35,-0.182,-0.006,0.092,0.084,-0.01,-0.144,-0.274,-0.364,-0.399,"vincent"
1.5,7,5.5,-0.449,-0.298,-0.496,-0.147,-0.233,-0.548,-0.308,-0.057,-0.143,-0.392,-0.541,-0.499,-0.331,-0.155,-0.057,-0.065,-0.159,-0.293,-0.423,-0.513,-0.548,"vincent"
1.5,7,6,-0.406,-0.255,-0.453,-0.104,-0.191,-0.505,-0.265,-0.015,-0.101,-0.35,-0.499,-0.456,-0.288,-0.112,-0.015,-0.023,-0.116,-0.251,-0.38,-0.47,-0.505,"vincent"
1.5,7,6.5,-0.238,-0.088,-0.285,0.063,-0.023,-0.337,-0.097,0.153,0.067,-0.182,-0.331,-0.288,-0.12,0.056,0.153,0.145,0.052,-0.083,-0.212,-0.302,-0.337,"vincent"
1.5,7,7,-0.063,0.088,-0.109,0.239,0.153,-0.162,0.079,0.329,0.243,-0.006,-0.155,-0.112,0.056,0.232,0.329,0.321,0.228,0.093,-0.036,-0.127,-0.161,"vincent"
1.5,7,7.5,0.035,0.186,-0.012,0.337,0.251,-0.064,0.176,0.427,0.341,0.092,-0.057,-0.015,0.153,0.329,0.427,0.419,0.325,0.191,0.062,-0.029,-0.064,"vincent"
1.5,7,8,0.027,0.178,-0.02,0.329,0.243,-0.072,0.168,0.419,0.333,0.084,-0.065,-0.023,0.145,0.321,0.419,0.411,0.317,0.183,0.053,-0.037,-0.072,"vincent"
1.5,7,8.5,-0.066,0.084,-0.113,0.235,0.149,-0.166,0.075,0.325,0.239,-0.01,-0.159,-0.116,0.052,0.228,0.325,0.317,0.224,0.089,-0.04,-0.13,-0.165,"vincent"
1.5,7,9,-0.201,-0.05,-0.248,0.101,0.015,-0.3,-0.06,0.191,0.105,-0.144,-0.293,-0.251,-0.083,0.093,0.191,0.183,0.089,-0.045,-0.175,-0.265,-0.3,"vincent"
1.5,7,9.5,-0.33,-0.179,-0.377,-0.028,-0.115,-0.429,-0.189,0.061,-0.025,-0.274,-0.423,-0.38,-0.212,-0.036,0.062,0.053,-0.04,-0.175,-0.304,-0.394,-0.429,"vincent"
1.5,7,10,-0.421,-0.27,-0.467,-0.119,-0.205,-0.52,-0.279,-0.029,-0.115,-0.364,-0.513,-0.47,-0.302,-0.127,-0.029,-0.037,-0.13,-0.265,-0.394,-0.485,-0.519,"vincent"
1.5,7,10.5,-0.455,-0.304,-0.502,-0.153,-0.24,-0.554,-0.314,-0.064,-0.15,-0.399,-0.548,-0.505,-0.337,-0.161,-0.064,-0.072,-0.165,-0.3,-0.429,-0.519,-0.554,"vincent"
1.5,7.5,0.5,-0.259,-0.108,-0.306,0.043,-0.043,-0.358,-0.118,0.133,0.047,-0.202,-0.351,-0.309,-0.141,0.035,0.133,0.125,0.031,-0.103,-0.233,-0.323,-0.358,"vincent"
1.5,7.5,1,-0.108,0.043,-0.155,0.194,0.108,-0.207,0.033,0.284,0.198,-0.051,-0.2,-0.158,0.01,0.186,0.284,0.276,0.182,0.048,-0.082,-0.172,-0.207,"vincent"
1.5,7.5,1.5,-0.306,-0.155,-0.353,-0.004,-0.09,-0.405,-0.165,0.086,0,-0.249,-0.398,-0.356,-0.188,-0.012,0.086,0.078,-0.016,-0.15,-0.279,-0.37,-0.405,"vincent"
1.5,7.5,2,0.043,0.194,-0.004,0.345,0.259,-0.056,0.184,0.435,0.349,0.1,-0.049,-0.007,0.161,0.337,0.435,0.427,0.333,0.199,0.069,-0.021,-0.056,"vincent"
1.5,7.5,2.5,-0.043,0.108,-0.09,0.259,0.172,-0.142,0.098,0.348,0.262,0.014,-0.136,-0.093,0.075,0.251,0.349,0.34,0.247,0.112,-0.017,-0.107,-0.142,"vincent"
1.5,7.5,3,-0.358,-0.207,-0.405,-0.056,-0.142,-0.457,-0.217,0.034,-0.052,-0.301,-0.45,-0.408,-0.24,-0.064,0.034,0.026,-0.068,-0.202,-0.332,-0.422,-0.457,"vincent"
1.5,7.5,3.5,-0.118,0.033,-0.165,0.184,0.098,-0.217,0.024,0.274,0.188,-0.061,-0.21,-0.167,0.001,0.176,0.274,0.266,0.173,0.038,-0.091,-0.182,-0.216,"vincent"
1.5,7.5,4,0.133,0.284,0.086,0.435,0.348,0.034,0.274,0.524,0.438,0.189,0.04,0.083,0.251,0.427,0.525,0.516,0.423,0.288,0.159,0.069,0.034,"vincent"
1.5,7.5,4.5,0.047,0.198,0,0.349,0.262,-0.052,0.188,0.438,0.352,0.103,-0.046,-0.003,0.165,0.341,0.439,0.43,0.337,0.202,0.073,-0.017,-0.052,"vincent"
1.5,7.5,5,-0.202,-0.051,-0.249,0.1,0.014,-0.301,-0.061,0.189,0.103,-0.145,-0.295,-0.252,-0.084,0.092,0.19,0.182,0.088,-0.046,-0.176,-0.266,-0.301,"vincent"
1.5,7.5,5.5,-0.351,-0.2,-0.398,-0.049,-0.136,-0.45,-0.21,0.04,-0.046,-0.295,-0.444,-0.401,-0.233,-0.057,0.041,0.032,-0.061,-0.196,-0.325,-0.415,-0.45,"vincent"
1.5,7.5,6,-0.309,-0.158,-0.356,-0.007,-0.093,-0.408,-0.167,0.083,-0.003,-0.252,-0.401,-0.358,-0.19,-0.015,0.083,0.075,-0.018,-0.153,-0.282,-0.373,-0.407,"vincent"
1.5,7.5,6.5,-0.141,0.01,-0.188,0.161,0.075,-0.24,0.001,0.251,0.165,-0.084,-0.233,-0.19,-0.023,0.153,0.251,0.243,0.149,0.015,-0.114,-0.205,-0.239,"vincent"
1.5,7.5,7,0.035,0.186,-0.012,0.337,0.251,-0.064,0.176,0.427,0.341,0.092,-0.057,-0.015,0.153,0.329,0.427,0.419,0.325,0.191,0.062,-0.029,-0.064,"vincent"
1.5,7.5,7.5,0.133,0.284,0.086,0.435,0.349,0.034,0.274,0.525,0.439,0.19,0.041,0.083,0.251,0.427,0.525,0.517,0.423,0.289,0.159,0.069,0.034,"vincent"
1.5,7.5,8,0.125,0.276,0.078,0.427,0.34,0.026,0.266,0.516,0.43,0.182,0.032,0.075,0.243,0.419,0.517,0.508,0.415,0.28,0.151,0.061,0.026,"vincent"
1.5,7.5,8.5,0.031,0.182,-0.016,0.333,0.247,-0.068,0.173,0.423,0.337,0.088,-0.061,-0.018,0.149,0.325,0.423,0.415,0.321,0.187,0.058,-0.033,-0.068,"vincent"
1.5,7.5,9,-0.103,0.048,-0.15,0.199,0.112,-0.202,0.038,0.288,0.202,-0.046,-0.196,-0.153,0.015,0.191,0.289,0.28,0.187,0.052,-0.077,-0.167,-0.202,"vincent"
1.5,7.5,9.5,-0.233,-0.082,-0.279,0.069,-0.017,-0.332,-0.091,0.159,0.073,-0.176,-0.325,-0.282,-0.114,0.062,0.159,0.151,0.058,-0.077,-0.206,-0.297,-0.331,"vincent"
1.5,7.5,10,-0.323,-0.172,-0.37,-0.021,-0.107,-0.422,-0.182,0.069,-0.017,-0.266,-0.415,-0.373,-0.205,-0.029,0.069,0.061,-0.033,-0.167,-0.297,-0.387,-0.422,"vincent"
1.5,7.5,10.5,-0.358,-0.207,-0.405,-0.056,-0.142,-0.457,-0.216,0.034,-0.052,-0.301,-0.45,-0.407,-0.239,-0.064,0.034,0.026,-0.068,-0.202,-0.331,-0.422,-0.456,"vincent"
1.5,8,0.5,-0.267,-0.116,-0.314,0.035,-0.051,-0.366,-0.126,0.125,0.039,-0.21,-0.359,-0.317,-0.149,0.027,0.125,0.117,0.023,-0.111,-0.241,-0.331,-0.366,"vincent"
1.5,8,1,-0.116,0.035,-0.163,0.186,0.1,-0.215,0.025,0.276,0.19,-0.059,-0.208,-0.166,0.002,0.178,0.276,0.268,0.174,0.04,-0.09,-0.18,-0.215,"vincent"
1.5,8,1.5,-0.314,-0.163,-0.361,-0.012,-0.098,-0.413,-0.173,0.078,-0.008,-0.257,-0.406,-0.364,-0.196,-0.02,0.078,0.07,-0.024,-0.158,-0.288,-0.378,-0.413,"vincent"
1.5,8,2,0.035,0.186,-0.012,0.337,0.251,-0.064,0.176,0.426,0.341,0.092,-0.058,-0.015,0.153,0.329,0.427,0.419,0.325,0.191,0.061,-0.029,-0.064,"vincent"
1.5,8,2.5,-0.051,0.1,-0.098,0.251,0.164,-0.15,0.09,0.34,0.254,0.005,-0.144,-0.101,0.067,0.243,0.34,0.332,0.239,0.104,-0.025,-0.115,-0.15,"vincent"
1.5,8,3,-0.366,-0.215,-0.413,-0.064,-0.15,-0.465,-0.225,0.026,-0.06,-0.309,-0.458,-0.416,-0.248,-0.072,0.026,0.018,-0.076,-0.21,-0.34,-0.43,-0.465,"vincent"
1.5,8,3.5,-0.126,0.025,-0.173,0.176,0.09,-0.225,0.016,0.266,0.18,-0.069,-0.218,-0.176,-0.008,0.168,0.266,0.258,0.164,0.03,-0.099,-0.19,-0.225,"vincent"
1.5,8,4,0.125,0.276,0.078,0.426,0.34,0.026,0.266,0.516,0.43,0.181,0.032,0.075,0.243,0.419,0.516,0.508,0.415,0.28,0.151,0.061,0.026,"vincent"
1.5,8,4.5,0.039,0.19,-0.008,0.341,0.254,-0.06,0.18,0.43,0.344,0.095,-0.054,-0.011,0.157,0.333,0.43,0.422,0.329,0.194,0.065,-0.025,-0.06,"vincent"
1.5,8,5,-0.21,-0.059,-0.257,0.092,0.005,-0.309,-0.069,0.181,0.095,-0.154,-0.303,-0.26,-0.092,0.084,0.182,0.173,0.08,-0.055,-0.184,-0.274,-0.309,"vincent"
1.5,8,5.5,-0.359,-0.208,-0.406,-0.058,-0.144,-0.458,-0.218,0.032,-0.054,-0.303,-0.452,-0.409,-0.241,-0.065,0.032,0.024,-0.069,-0.204,-0.333,-0.423,-0.458,"vincent"
1.5,8,6,-0.317,-0.166,-0.364,-0.015,-0.101,-0.416,-0.176,0.075,-0.011,-0.26,-0.409,-0.367,-0.199,-0.023,0.075,0.067,-0.027,-0.161,-0.29,-0.381,-0.416,"vincent"
1.5,8,6.5,-0.149,0.002,-0.196,0.153,0.067,-0.248,-0.008,0.243,0.157,-0.092,-0.241,-0.199,-0.031,0.145,0.243,0.235,0.141,0.007,-0.123,-0.213,-0.248,"vincent"
1.5,8,7,0.027,0.178,-0.02,0.329,0.243,-0.072,0.168,0.419,0.333,0.084,-0.065,-0.023,0.145,0.321,0.419,0.411,0.317,0.183,0.053,-0.037,-0.072,"vincent"
1.5,8,7.5,0.125,0.276,0.078,0.427,0.34,0.026,0.266,0.516,0.43,0.182,0.032,0.075,0.243,0.419,0.517,0.508,0.415,0.28,0.151,0.061,0.026,"vincent"
1.5,8,8,0.117,0.268,0.07,0.419,0.332,0.018,0.258,0.508,0.422,0.173,0.024,0.067,0.235,0.411,0.508,0.5,0.407,0.272,0.143,0.053,0.018,"vincent"
1.5,8,8.5,0.023,0.174,-0.024,0.325,0.239,-0.076,0.164,0.415,0.329,0.08,-0.069,-0.027,0.141,0.317,0.415,0.407,0.313,0.179,0.049,-0.041,-0.076,"vincent"
1.5,8,9,-0.111,0.04,-0.158,0.191,0.104,-0.21,0.03,0.28,0.194,-0.055,-0.204,-0.161,0.007,0.183,0.28,0.272,0.179,0.044,-0.085,-0.175,-0.21,"vincent"
1.5,8,9.5,-0.241,-0.09,-0.288,0.061,-0.025,-0.34,-0.099,0.151,0.065,-0.184,-0.333,-0.29,-0.123,0.053,0.151,0.143,0.049,-0.085,-0.214,-0.305,-0.339,"vincent"
1.5,8,10,-0.331,-0.18,-0.378,-0.029,-0.115,-0.43,-0.19,0.061,-0.025,-0.274,-0.423,-0.381,-0.213,-0.037,0.061,0.053,-0.041,-0.175,-0.305,-0.395,-0.43,"vincent"
