"x0","x1","x2","fitness","file","dimension"
4.5,4.5,0.5,-2498.368,"CF1","3D"
4.5,4.5,1,-2416.073,"CF1","3D"
4.5,4.5,1.5,-2344.861,"CF1","3D"
4.5,4.5,2,-2294.636,"CF1","3D"
4.5,4.5,2.5,-2270.373,"CF1","3D"
4.5,4.5,3,-2274.4,"CF1","3D"
4.5,4.5,3.5,-2306.394,"CF1","3D"
4.5,4.5,4,-2363.672,"CF1","3D"
4.5,4.5,4.5,-2441.468,"CF1","3D"
4.5,4.5,5,-2533.343,"CF1","3D"
4.5,5,-5,-523.302,"CF1","3D"
4.5,5,-4.5,-513.506,"CF1","3D"
4.5,5,-4,-520.934,"CF1","3D"
4.5,5,-3.5,-553.279,"CF1","3D"
4.5,5,-3,-632.54,"CF1","3D"
4.5,5,-2.5,-813.411,"CF1","3D"
4.5,5,-2,-1174.115,"CF1","3D"
4.5,5,-1.5,-1676.287,"CF1","3D"
4.5,5,-1,-2111.317,"CF1","3D"
4.5,5,-0.5,-2400.4,"CF1","3D"
4.5,5,0,-2603.349,"CF1","3D"
4.5,5,0.5,-2766.863,"CF1","3D"
4.5,5,1,-2904.137,"CF1","3D"
4.5,5,1.5,-3012.731,"CF1","3D"
4.5,5,2,-3086.846,"CF1","3D"
4.5,5,2.5,-3121.121,"CF1","3D"
4.5,5,3,-3113.084,"CF1","3D"
4.5,5,3.5,-3063.483,"CF1","3D"
4.5,5,4,-2976.464,"CF1","3D"
4.5,5,4.5,-2859.286,"CF1","3D"
4.5,5,5,-2721.735,"CF1","3D"
5,-5,-5,-1029.507,"CF1","3D"
5,-5,-4.5,-1165.635,"CF1","3D"
5,-5,-4,-1184.427,"CF1","3D"
5,-5,-3.5,-1501.165,"CF1","3D"
5,-5,-3,-1401.414,"CF1","3D"
5,-5,-2.5,-1396.415,"CF1","3D"
5,-5,-2,-1503.714,"CF1","3D"
5,-5,-1.5,-1699.985,"CF1","3D"
5,-5,-1,-1869.279,"CF1","3D"
5,-5,-0.5,-1791.348,"CF1","3D"
5,-5,0,-1885.44,"CF1","3D"
5,-5,0.5,-1859.229,"CF1","3D"
5,-5,1,-2012.521,"CF1","3D"
5,-5,1.5,-1960.634,"CF1","3D"
5,-5,2,-1863.191,"CF1","3D"
5,-5,2.5,-1806.4,"CF1","3D"
5,-5,3,-1814.824,"CF1","3D"
5,-5,3.5,-1891.876,"CF1","3D"
5,-5,4,-2032.492,"CF1","3D"
5,-5,4.5,-2226.179,"CF1","3D"
5,-5,5,-2457.246,"CF1","3D"
5,-4.5,-5,-968.733,"CF1","3D"
5,-4.5,-4.5,-1100.68,"CF1","3D"
5,-4.5,-4,-1119.211,"CF1","3D"
5,-4.5,-3.5,-1424.289,"CF1","3D"
5,-4.5,-3,-1329.577,"CF1","3D"
5,-4.5,-2.5,-1327.271,"CF1","3D"
5,-4.5,-2,-1434.175,"CF1","3D"
5,-4.5,-1.5,-1629.776,"CF1","3D"
5,-4.5,-1,-1812.072,"CF1","3D"
5,-4.5,-0.5,-1811.724,"CF1","3D"
5,-4.5,0,-2026.413,"CF1","3D"
5,-4.5,0.5,-2176.202,"CF1","3D"
5,-4.5,1,-2342.37,"CF1","3D"
5,-4.5,1.5,-2349.656,"CF1","3D"
5,-4.5,2,-2319.414,"CF1","3D"
5,-4.5,2.5,-2299.22,"CF1","3D"
5,-4.5,3,-2303.542,"CF1","3D"
5,-4.5,3.5,-2335.39,"CF1","3D"
5,-4.5,4,-2393.207,"CF1","3D"
5,-4.5,4.5,-2472.818,"CF1","3D"
5,-4.5,5,-2567.837,"CF1","3D"
5,-4,-5,-730.04,"CF1","3D"
5,-4,-4.5,-853.974,"CF1","3D"
5,-4,-4,-873.597,"CF1","3D"
5,-4,-3.5,-1154.592,"CF1","3D"
5,-4,-3,-1073.141,"CF1","3D"
5,-4,-2.5,-1078.814,"CF1","3D"
5,-4,-2,-1187.098,"CF1","3D"
5,-4,-1.5,-1384.777,"CF1","3D"
5,-4,-1,-1603.278,"CF1","3D"
5,-4,-0.5,-1765.09,"CF1","3D"
5,-4,0,-2162.851,"CF1","3D"
5,-4,0.5,-2476.977,"CF1","3D"
5,-4,1,-2701.421,"CF1","3D"
5,-4,1.5,-2802.627,"CF1","3D"
5,-4,2,-2851.745,"CF1","3D"
5,-4,2.5,-2871.648,"CF1","3D"
5,-4,3,-2869.315,"CF1","3D"
5,-4,3.5,-2847.433,"CF1","3D"
5,-4,4,-2808.606,"CF1","3D"
5,-4,4.5,-2756.406,"CF1","3D"
5,-4,5,-2695.301,"CF1","3D"
5,-3.5,-5,-964.303,"CF1","3D"
5,-3.5,-4.5,-1062.355,"CF1","3D"
5,-3.5,-4,-1073.714,"CF1","3D"
5,-3.5,-3.5,-1298.644,"CF1","3D"
5,-3.5,-3,-1230.583,"CF1","3D"
5,-3.5,-2.5,-1236.902,"CF1","3D"
5,-3.5,-2,-1328.235,"CF1","3D"
5,-3.5,-1.5,-1496.895,"CF1","3D"
5,-3.5,-1,-1710.966,"CF1","3D"
5,-3.5,-0.5,-1965.741,"CF1","3D"
5,-3.5,0,-2398.216,"CF1","3D"
5,-3.5,0.5,-2764.91,"CF1","3D"
5,-3.5,1,-3052.202,"CF1","3D"
5,-3.5,1.5,-3247.688,"CF1","3D"
5,-3.5,2,-3372.981,"CF1","3D"
5,-3.5,2.5,-3430.744,"CF1","3D"
5,-3.5,3,-3421.001,"CF1","3D"
5,-3.5,3.5,-3346.027,"CF1","3D"
5,-3.5,4,-3212.513,"CF1","3D"
5,-3.5,4.5,-3031.729,"CF1","3D"
5,-3.5,5,-2818.758,"CF1","3D"
5,-3,-5,-977.61,"CF1","3D"
5,-3,-4.5,-1037.282,"CF1","3D"
5,-3,-4,-1038.286,"CF1","3D"
5,-3,-3.5,-1187.232,"CF1","3D"
5,-3,-3,-1141.568,"CF1","3D"
5,-3,-2.5,-1151.745,"CF1","3D"
5,-3,-2,-1224.214,"CF1","3D"
5,-3,-1.5,-1364.794,"CF1","3D"
5,-3,-1,-1597.479,"CF1","3D"
5,-3,-0.5,-1971.253,"CF1","3D"
5,-3,0,-2485.486,"CF1","3D"
5,-3,0.5,-2947.703,"CF1","3D"
5,-3,1,-3328.259,"CF1","3D"
5,-3,1.5,-3614.79,"CF1","3D"
5,-3,2,-3806.684,"CF1","3D"
5,-3,2.5,-3896.606,"CF1","3D"
5,-3,3,-3880.624,"CF1","3D"
5,-3,3.5,-3761.178,"CF1","3D"
5,-3,4,-3548.534,"CF1","3D"
5,-3,4.5,-3260.467,"CF1","3D"
5,-3,5,-2920.933,"CF1","3D"
5,-2.5,-5,-884.198,"CF1","3D"
5,-2.5,-4.5,-906.955,"CF1","3D"
5,-2.5,-4,-901.521,"CF1","3D"
5,-2.5,-3.5,-983.214,"CF1","3D"
5,-2.5,-3,-964.233,"CF1","3D"
5,-2.5,-2.5,-983.037,"CF1","3D"
5,-2.5,-2,-1045.962,"CF1","3D"
5,-2.5,-1.5,-1178.787,"CF1","3D"
5,-2.5,-1,-1456.68,"CF1","3D"
5,-2.5,-0.5,-1936.163,"CF1","3D"
5,-2.5,0,-2523.348,"CF1","3D"
5,-2.5,0.5,-3059.558,"CF1","3D"
5,-2.5,1,-3510.022,"CF1","3D"
5,-2.5,1.5,-3859.413,"CF1","3D"
5,-2.5,2,-4096.275,"CF1","3D"
5,-2.5,2.5,-4207.749,"CF1","3D"
5,-2.5,3,-4187.522,"CF1","3D"
5,-2.5,3.5,-4038.217,"CF1","3D"
5,-2.5,4,-3772.523,"CF1","3D"
5,-2.5,4.5,-3412.588,"CF1","3D"
5,-2.5,5,-2988.314,"CF1","3D"
5,-2,-5,-721.409,"CF1","3D"
5,-2,-4.5,-724.098,"CF1","3D"
5,-2,-4,-720.379,"CF1","3D"
5,-2,-3.5,-764.598,"CF1","3D"
5,-2,-3,-769.603,"CF1","3D"
5,-2,-2.5,-801.363,"CF1","3D"
5,-2,-2,-870.721,"CF1","3D"
5,-2,-1.5,-1024.155,"CF1","3D"
5,-2,-1,-1364.414,"CF1","3D"
5,-2,-0.5,-1918.044,"CF1","3D"
5,-2,0,-2540.037,"CF1","3D"
5,-2,0.5,-3103.108,"CF1","3D"
5,-2,1,-3578.615,"CF1","3D"
5,-2,1.5,-3951.049,"CF1","3D"
5,-2,2,-4204.615,"CF1","3D"
5,-2,2.5,-4324.129,"CF1","3D"
5,-2,3,-4302.23,"CF1","3D"
5,-2,3.5,-4141.561,"CF1","3D"
5,-2,4,-3855.717,"CF1","3D"
5,-2,4.5,-3468.501,"CF1","3D"
5,-2,5,-3012.071,"CF1","3D"
5,-1.5,-5,-589.993,"CF1","3D"
5,-1.5,-4.5,-583.875,"CF1","3D"
5,-1.5,-4,-582.878,"CF1","3D"
5,-1.5,-3.5,-610.441,"CF1","3D"
5,-1.5,-3,-630.567,"CF1","3D"
5,-1.5,-2.5,-674.864,"CF1","3D"
5,-1.5,-2,-762.304,"CF1","3D"
5,-1.5,-1.5,-957.039,"CF1","3D"
5,-1.5,-1,-1360.788,"CF1","3D"
5,-1.5,-0.5,-1945.572,"CF1","3D"
5,-1.5,0,-2547.944,"CF1","3D"
5,-1.5,0.5,-3079.765,"CF1","3D"
5,-1.5,1,-3527.164,"CF1","3D"
5,-1.5,1.5,-3878.381,"CF1","3D"
5,-1.5,2,-4117.841,"CF1","3D"
5,-1.5,2.5,-4230.761,"CF1","3D"
5,-1.5,3,-4209.962,"CF1","3D"
5,-1.5,3.5,-4057.87,"CF1","3D"
5,-1.5,4,-3787.328,"CF1","3D"
5,-1.5,4.5,-3420.862,"CF1","3D"
5,-1.5,5,-2988.906,"CF1","3D"
5,-1,-5,-496.356,"CF1","3D"
5,-1,-4.5,-486.513,"CF1","3D"
5,-1,-4,-487.144,"CF1","3D"
5,-1,-3.5,-508.533,"CF1","3D"
5,-1,-3,-538.441,"CF1","3D"
5,-1,-2.5,-597.42,"CF1","3D"
5,-1,-2,-716.845,"CF1","3D"
5,-1,-1.5,-975.262,"CF1","3D"
5,-1,-1,-1443.595,"CF1","3D"
5,-1,-0.5,-2020.244,"CF1","3D"
5,-1,0,-2549.413,"CF1","3D"
5,-1,0.5,-2993.992,"CF1","3D"
5,-1,1,-3362.135,"CF1","3D"
5,-1,1.5,-3650.083,"CF1","3D"
5,-1,2,-3846.276,"CF1","3D"
5,-1,2.5,-3938.778,"CF1","3D"
5,-1,3,-3921.729,"CF1","3D"
5,-1,3.5,-3797.113,"CF1","3D"
5,-1,4,-3575.455,"CF1","3D"
5,-1,4.5,-3275.218,"CF1","3D"
5,-1,5,-2921.354,"CF1","3D"
5,-0.5,-5,-421.205,"CF1","3D"
5,-0.5,-4.5,-410.463,"CF1","3D"
5,-0.5,-4,-412.701,"CF1","3D"
5,-0.5,-3.5,-433.556,"CF1","3D"
5,-0.5,-3,-472.854,"CF1","3D"
5,-0.5,-2.5,-552.856,"CF1","3D"
5,-0.5,-2,-722.363,"CF1","3D"
5,-0.5,-1.5,-1069.582,"CF1","3D"
5,-0.5,-1,-1603.011,"CF1","3D"
5,-0.5,-0.5,-2136.36,"CF1","3D"
5,-0.5,0,-2546.508,"CF1","3D"
5,-0.5,0.5,-2857.551,"CF1","3D"
5,-0.5,1,-3104.318,"CF1","3D"
5,-0.5,1.5,-3294.478,"CF1","3D"
5,-0.5,2,-3423.46,"CF1","3D"
5,-0.5,2.5,-3484.171,"CF1","3D"
5,-0.5,3,-3473.014,"CF1","3D"
5,-0.5,3.5,-3391.342,"CF1","3D"
5,-0.5,4,-3246.077,"CF1","3D"
5,-0.5,4.5,-3049.339,"CF1","3D"
5,-0.5,5,-2817.506,"CF1","3D"
5,0,-5,-366.94,"CF1","3D"
5,0,-4.5,-356.022,"CF1","3D"
5,0,-4,-359.54,"CF1","3D"
5,0,-3.5,-382.336,"CF1","3D"
5,0,-3,-432.257,"CF1","3D"
5,0,-2.5,-540.608,"CF1","3D"
5,0,-2,-777.964,"CF1","3D"
5,0,-1.5,-1233.726,"CF1","3D"
5,0,-1,-1824.094,"CF1","3D"
5,0,-0.5,-2281.9,"CF1","3D"
5,0,0,-2540.004,"CF1","3D"
5,0,0.5,-2686.988,"CF1","3D"
5,0,1,-2785.03,"CF1","3D"
5,0,1.5,-2854.997,"CF1","3D"
5,0,2,-2901.208,"CF1","3D"
5,0,2.5,-2922.758,"CF1","3D"
5,0,3,-2918.954,"CF1","3D"
5,0,3.5,-2890.419,"CF1","3D"
5,0,4,-2839.627,"CF1","3D"
5,0,4.5,-2770.867,"CF1","3D"
5,0,5,-2689.916,"CF1","3D"
5,0.5,-5,-327.353,"CF1","3D"
5,0.5,-4.5,-316.742,"CF1","3D"
5,0.5,-4,-321.702,"CF1","3D"
5,0.5,-3.5,-348.113,"CF1","3D"
5,0.5,-3,-411.023,"CF1","3D"
5,0.5,-2.5,-555.502,"CF1","3D"
5,0.5,-2,-876.616,"CF1","3D"
5,0.5,-1.5,-1452.411,"CF1","3D"
5,0.5,-1,-2083.689,"CF1","3D"
5,0.5,-0.5,-2441.499,"CF1","3D"
5,0.5,0,-2532.081,"CF1","3D"
5,0.5,0.5,-2504.003,"CF1","3D"
5,0.5,1,-2443.961,"CF1","3D"
5,0.5,1.5,-2386.018,"CF1","3D"
5,0.5,2,-2344.051,"CF1","3D"
5,0.5,2.5,-2323.869,"CF1","3D"
5,0.5,3,-2327.946,"CF1","3D"
5,0.5,3.5,-2356.144,"CF1","3D"
5,0.5,4,-2406.204,"CF1","3D"
5,0.5,4.5,-2474.053,"CF1","3D"
5,0.5,5,-2554.156,"CF1","3D"
5,1,-5,-303.754,"CF1","3D"
5,1,-4.5,-293.476,"CF1","3D"
5,1,-4,-299.884,"CF1","3D"
5,1,-3.5,-330.819,"CF1","3D"
5,1,-3,-408.762,"CF1","3D"
5,1,-2.5,-595.397,"CF1","3D"
5,1,-2,-1010.132,"CF1","3D"
5,1,-1.5,-1703.992,"CF1","3D"
5,1,-1,-2352.582,"CF1","3D"
5,1,-0.5,-2597.141,"CF1","3D"
5,1,0,-2524.575,"CF1","3D"
5,1,0.5,-2331.476,"CF1","3D"
5,1,1,-2123.244,"CF1","3D"
5,1,1.5,-1945.394,"CF1","3D"
5,1,2,-1820.721,"CF1","3D"
5,1,2.5,-1761.398,"CF1","3D"
5,1,3,-1772.909,"CF1","3D"
5,1,3.5,-1854.423,"CF1","3D"
5,1,4,-1999.237,"CF1","3D"
5,1,4.5,-2195.424,"CF1","3D"
5,1,5,-2426.824,"CF1","3D"
5,1.5,-5,-294.244,"CF1","3D"
5,1.5,-4.5,-284.357,"CF1","3D"
5,1.5,-4,-292.299,"CF1","3D"
5,1.5,-3.5,-328.329,"CF1","3D"
5,1.5,-3,-422.636,"CF1","3D"
5,1.5,-2.5,-654.546,"CF1","3D"
5,1.5,-2,-1164.164,"CF1","3D"
5,1.5,-1.5,-1959.464,"CF1","3D"
5,1.5,-1,-2598.713,"CF1","3D"
5,1.5,-0.5,-2731.208,"CF1","3D"
5,1.5,0,-2519.586,"CF1","3D"
5,1.5,0.5,-2191.307,"CF1","3D"
5,1.5,1,-1862.744,"CF1","3D"
5,1.5,1.5,-1587.655,"CF1","3D"
5,1.5,2,-1395.904,"CF1","3D"
5,1.5,2.5,-1304.836,"CF1","3D"
5,1.5,3,-1322.401,"CF1","3D"
5,1.5,3.5,-1447.205,"CF1","3D"
5,1.5,4,-1668.943,"CF1","3D"
5,1.5,4.5,-1969.31,"CF1","3D"
5,1.5,5,-2323.52,"CF1","3D"
5,2,-5,-298.359,"CF1","3D"
5,2,-4.5,-288.883,"CF1","3D"
5,2,-4,-298.368,"CF1","3D"
5,2,-3.5,-339.583,"CF1","3D"
5,2,-3,-450.205,"CF1","3D"
5,2,-2.5,-726.105,"CF1","3D"
5,2,-2,-1320.862,"CF1","3D"
5,2,-1.5,-2186.862,"CF1","3D"
5,2,-1,-2791.821,"CF1","3D"
5,2,-0.5,-2828.569,"CF1","3D"
5,2,0,-2518.852,"CF1","3D"
5,2,0.5,-2101.373,"CF1","3D"
5,2,1,-1694.878,"CF1","3D"
5,2,1.5,-1357.084,"CF1","3D"
5,2,2,-1122.099,"CF1","3D"
5,2,2.5,-1010.571,"CF1","3D"
5,2,3,-1032.05,"CF1","3D"
5,2,3.5,-1184.767,"CF1","3D"
5,2,4,-1456.077,"CF1","3D"
5,2,4.5,-1823.569,"CF1","3D"
5,2,5,-2256.901,"CF1","3D"
5,2.5,-5,-315.89,"CF1","3D"
5,2.5,-4.5,-306.806,"CF1","3D"
5,2.5,-4,-317.7,"CF1","3D"
5,2.5,-3.5,-363.601,"CF1","3D"
5,2.5,-3,-488.621,"CF1","3D"
5,2.5,-2.5,-801.764,"CF1","3D"
5,2.5,-2,-1460.006,"CF1","3D"
5,2.5,-1.5,-2355.312,"CF1","3D"
5,2.5,-1,-2907.545,"CF1","3D"
5,2.5,-0.5,-2878.347,"CF1","3D"
5,2.5,0,-2523.336,"CF1","3D"
5,2.5,0.5,-2073.169,"CF1","3D"
5,2.5,1,-1640.496,"CF1","3D"
5,2.5,1.5,-1282.171,"CF1","3D"
5,2.5,2,-1033.112,"CF1","3D"
5,2.5,2.5,-914.932,"CF1","3D"
5,2.5,3,-937.69,"CF1","3D"
5,2.5,3.5,-1099.479,"CF1","3D"
5,2.5,4,-1386.871,"CF1","3D"
5,2.5,4.5,-1776.126,"CF1","3D"
5,2.5,5,-2235.099,"CF1","3D"
5,3,-5,-346.778,"CF1","3D"
5,3,-4.5,-338.023,"CF1","3D"
5,3,-4,-350.023,"CF1","3D"
5,3,-3.5,-399.456,"CF1","3D"
5,3,-3,-534.882,"CF1","3D"
5,3,-2.5,-872.779,"CF1","3D"
5,3,-2,-1562.228,"CF1","3D"
5,3,-1.5,-2440.835,"CF1","3D"
5,3,-1,-2931.878,"CF1","3D"
5,3,-0.5,-2875.942,"CF1","3D"
5,3,0,-2533.506,"CF1","3D"
5,3,0.5,-2110.655,"CF1","3D"
5,3,1,-1706.5,"CF1","3D"
5,3,1.5,-1372.229,"CF1","3D"
5,3,2,-1139.964,"CF1","3D"
5,3,2.5,-1029.765,"CF1","3D"
5,3,3,-1050.977,"CF1","3D"
5,3,3.5,-1201.826,"CF1","3D"
5,3,4,-1469.801,"CF1","3D"
5,3,4.5,-1832.761,"CF1","3D"
5,3,5,-2260.725,"CF1","3D"
5,3.5,-5,-390.999,"CF1","3D"
5,3.5,-4.5,-382.457,"CF1","3D"
5,3.5,-4,-395.068,"CF1","3D"
5,3.5,-3.5,-446.209,"CF1","3D"
5,3.5,-3,-585.963,"CF1","3D"
5,3.5,-2.5,-930.846,"CF1","3D"
5,3.5,-2,-1611.774,"CF1","3D"
5,3.5,-1.5,-2430.066,"CF1","3D"
5,3.5,-1,-2862.595,"CF1","3D"
5,3.5,-0.5,-2822.909,"CF1","3D"
5,3.5,0,-2548.686,"CF1","3D"
5,3.5,0.5,-2209.336,"CF1","3D"
5,3.5,1,-1884.683,"CF1","3D"
5,3.5,1.5,-1616.007,"CF1","3D"
5,3.5,2,-1429.28,"CF1","3D"
5,3.5,2.5,-1340.679,"CF1","3D"
5,3.5,3,-1357.721,"CF1","3D"
5,3.5,3.5,-1479,"CF1","3D"
5,3.5,4,-1694.48,"CF1","3D"
5,3.5,4.5,-1986.353,"CF1","3D"
5,3.5,5,-2330.512,"CF1","3D"
5,4,-5,-448.535,"CF1","3D"
5,4,-4.5,-440.063,"CF1","3D"
5,4,-4,-452.661,"CF1","3D"
5,4,-3.5,-503.192,"CF1","3D"
5,4,-3,-639.675,"CF1","3D"
5,4,-2.5,-970.428,"CF1","3D"
5,4,-2,-1601.376,"CF1","3D"
5,4,-1.5,-2325.289,"CF1","3D"
5,4,-1,-2711.656,"CF1","3D"
5,4,-0.5,-2728.197,"CF1","3D"
5,4,0,-2568.187,"CF1","3D"
5,4,0.5,-2357.567,"CF1","3D"
5,4,1,-2153.264,"CF1","3D"
5,4,1.5,-1983.451,"CF1","3D"
5,4,2,-1865.26,"CF1","3D"
5,4,2.5,-1809.116,"CF1","3D"
5,4,3,-1819.849,"CF1","3D"
5,4,3.5,-1896.588,"CF1","3D"
5,4,4,-2032.989,"CF1","3D"
5,4,4.5,-2217.79,"CF1","3D"
5,4,5,-2435.745,"CF1","3D"
5,4.5,-5,-519.38,"CF1","3D"
5,4.5,-4.5,-510.808,"CF1","3D"
5,4.5,-4,-522.678,"CF1","3D"
5,4.5,-3.5,-569.986,"CF1","3D"
5,4.5,-3,-694.828,"CF1","3D"
5,4.5,-2.5,-989.528,"CF1","3D"
5,4.5,-2,-1533.503,"CF1","3D"
5,4.5,-1.5,-2143.289,"CF1","3D"
5,4.5,-1,-2501.804,"CF1","3D"
5,4.5,-0.5,-2605.425,"CF1","3D"
5,4.5,0,-2590.216,"CF1","3D"
5,4.5,0.5,-2537.146,"CF1","3D"
5,4.5,1,-2478.979,"CF1","3D"
5,4.5,1.5,-2428.992,"CF1","3D"
5,4.5,2,-2393.824,"CF1","3D"
5,4.5,2.5,-2376.965,"CF1","3D"
5,4.5,3,-2380.001,"CF1","3D"
5,4.5,3.5,-2402.712,"CF1","3D"
5,4.5,4,-2443.238,"CF1","3D"
5,4.5,4.5,-2498.259,"CF1","3D"
5,4.5,5,-2563.282,"CF1","3D"
5,5,-5,-603.531,"CF1","3D"
5,5,-4.5,-594.696,"CF1","3D"
5,5,-4,-605.146,"CF1","3D"
5,5,-3.5,-646.714,"CF1","3D"
5,5,-3,-752.047,"CF1","3D"
5,5,-2.5,-991.587,"CF1","3D"
5,5,-2,-1422.668,"CF1","3D"
5,5,-1.5,-1914.957,"CF1","3D"
5,5,-1,-2264.778,"CF1","3D"
5,5,-0.5,-2472.123,"CF1","3D"
5,5,0,-2612.834,"CF1","3D"
5,5,0.5,-2726.104,"CF1","3D"
5,5,1,-2821.569,"CF1","3D"
5,5,1.5,-2897.436,"CF1","3D"
5,5,2,-2949.428,"CF1","3D"
5,5,2.5,-2973.762,"CF1","3D"
5,5,3,-2968.618,"CF1","3D"
5,5,3.5,-2934.476,"CF1","3D"
5,5,4,-2874.2,"CF1","3D"
5,5,4.5,-2792.834,"CF1","3D"
5,5,5,-2697.197,"CF1","3D"
-5,-5,-5,-732.344,"CF2","3D"
-5,-5,-4.5,-791.953,"CF2","3D"
-5,-5,-4,-911.308,"CF2","3D"
-5,-5,-3.5,-1041.738,"CF2","3D"
-5,-5,-3,-1226.939,"CF2","3D"
-5,-5,-2.5,-1315.926,"CF2","3D"
-5,-5,-2,-1655.393,"CF2","3D"
-5,-5,-1.5,-1446.215,"CF2","3D"
-5,-5,-1,-1694.737,"CF2","3D"
-5,-5,-0.5,-1325.784,"CF2","3D"
-5,-5,0,-1562.222,"CF2","3D"
-5,-5,0.5,-1202.694,"CF2","3D"
-5,-5,1,-1464.81,"CF2","3D"
-5,-5,1.5,-1131.052,"CF2","3D"
-5,-5,2,-1419.949,"CF2","3D"
-5,-5,2.5,-1112.638,"CF2","3D"
-5,-5,3,-1428.19,"CF2","3D"
-5,-5,3.5,-1147.477,"CF2","3D"
-5,-5,4,-1489.713,"CF2","3D"
-5,-5,4.5,-1235.657,"CF2","3D"
-5,-5,5,-1604.571,"CF2","3D"
-5,-4.5,-5,-713.077,"CF2","3D"
-5,-4.5,-4.5,-772.327,"CF2","3D"
-5,-4.5,-4,-890.804,"CF2","3D"
-5,-4.5,-3.5,-1013.905,"CF2","3D"
-5,-4.5,-3,-1181.866,"CF2","3D"
-5,-4.5,-2.5,-1211.443,"CF2","3D"
-5,-4.5,-2,-1483.604,"CF2","3D"
-5,-4.5,-1.5,-1219.446,"CF2","3D"
-5,-4.5,-1,-1447.553,"CF2","3D"
-5,-4.5,-0.5,-1071.64,"CF2","3D"
-5,-4.5,0,-1305.983,"CF2","3D"
-5,-4.5,0.5,-946.025,"CF2","3D"
-5,-4.5,1,-1207.832,"CF2","3D"
-5,-4.5,1.5,-874.218,"CF2","3D"
-5,-4.5,2,-1162.97,"CF2","3D"
-5,-4.5,2.5,-855.725,"CF2","3D"
-5,-4.5,3,-1171.166,"CF2","3D"
-5,-4.5,3.5,-890.477,"CF2","3D"
-5,-4.5,4,-1232.646,"CF2","3D"
-5,-4.5,4.5,-978.623,"CF2","3D"
-5,-4.5,5,-1347.498,"CF2","3D"
-5,-4,-5,-565.704,"CF2","3D"
-5,-4,-4.5,-627.474,"CF2","3D"
-5,-4,-4,-754.296,"CF2","3D"
-5,-4,-3.5,-897.979,"CF2","3D"
-5,-4,-3,-1123.965,"CF2","3D"
-5,-4,-2.5,-1238.948,"CF2","3D"
-5,-4,-2,-1603.535,"CF2","3D"
-5,-4,-1.5,-1383.64,"CF2","3D"
-5,-4,-1,-1630.262,"CF2","3D"
-5,-4,-0.5,-1261.332,"CF2","3D"
-5,-4,0,-1497.591,"CF2","3D"
-5,-4,0.5,-1139.033,"CF2","3D"
-5,-4,1,-1400.96,"CF2","3D"
-5,-4,1.5,-1068.085,"CF2","3D"
-5,-4,2,-1356.723,"CF2","3D"
-5,-4,2.5,-1049.771,"CF2","3D"
-5,-4,3,-1365.056,"CF2","3D"
-5,-4,3.5,-1084.492,"CF2","3D"
-5,-4,4,-1426.564,"CF2","3D"
-5,-4,4.5,-1172.649,"CF2","3D"
-5,-4,5,-1541.471,"CF2","3D"
-5,-3.5,-5,-737.031,"CF2","3D"
-5,-3.5,-4.5,-797.738,"CF2","3D"
-5,-3.5,-4,-920.878,"CF2","3D"
-5,-3.5,-3.5,-1046.836,"CF2","3D"
-5,-3.5,-3,-1227.441,"CF2","3D"
-5,-3.5,-2.5,-1233.041,"CF2","3D"
-5,-3.5,-2,-1484.456,"CF2","3D"
-5,-3.5,-1.5,-1195.508,"CF2","3D"
-5,-3.5,-1,-1413.536,"CF2","3D"
-5,-3.5,-0.5,-1036.972,"CF2","3D"
-5,-3.5,0,-1268.895,"CF2","3D"
-5,-3.5,0.5,-910.353,"CF2","3D"
-5,-3.5,1,-1171.084,"CF2","3D"
-5,-3.5,1.5,-839.118,"CF2","3D"
-5,-3.5,2,-1127,"CF2","3D"
-5,-3.5,2.5,-820.374,"CF2","3D"
-5,-3.5,3,-1135.061,"CF2","3D"
-5,-3.5,3.5,-854.613,"CF2","3D"
-5,-3.5,4,-1196.315,"CF2","3D"
-5,-3.5,4.5,-942.569,"CF2","3D"
-5,-3.5,5,-1311.163,"CF2","3D"
-5,-3,-5,-751.77,"CF2","3D"
-5,-3,-4.5,-815.337,"CF2","3D"
-5,-3,-4,-946.478,"CF2","3D"
-5,-3,-3.5,-1088.612,"CF2","3D"
-5,-3,-3,-1309.278,"CF2","3D"
-5,-3,-2.5,-1361.114,"CF2","3D"
-5,-3,-2,-1653.385,"CF2","3D"
-5,-3,-1.5,-1393.568,"CF2","3D"
-5,-3,-1,-1617.989,"CF2","3D"
-5,-3,-0.5,-1250.314,"CF2","3D"
-5,-3,0,-1481.734,"CF2","3D"
-5,-3,0.5,-1127.496,"CF2","3D"
-5,-3,1,-1387.728,"CF2","3D"
-5,-3,1.5,-1059.321,"CF2","3D"
-5,-3,2,-1346.469,"CF2","3D"
-5,-3,2.5,-1041.338,"CF2","3D"
-5,-3,3,-1355.164,"CF2","3D"
-5,-3,3.5,-1075.363,"CF2","3D"
-5,-3,4,-1416.54,"CF2","3D"
-5,-3,4.5,-1163.351,"CF2","3D"
-5,-3,5,-1531.662,"CF2","3D"
-5,-2.5,-5,-885.742,"CF2","3D"
-5,-2.5,-4.5,-948.897,"CF2","3D"
-5,-2.5,-4,-1075.576,"CF2","3D"
-5,-2.5,-3.5,-1195.428,"CF2","3D"
-5,-2.5,-3,-1358.707,"CF2","3D"
-5,-2.5,-2.5,-1308.989,"CF2","3D"
